"encriptado"	"periodo"	"sat entel"	"literal"
"193"	"6McOGchy6vaO"	"2020_q1"	7	"ALGUN EJECUTIVO  TECNICO CONTACTO DIRECTO"
"194"	"K1y9hT4BBYvO"	"2018_q1"	5	"QUE SE PREOCUPARAN DE LAS NECESIDADES DE LOS CLIENTES CUANDO EL CLIENTE NECESITE CONTACTARSE CON EL EJECUTIVO YA SEA CUANDO LO LLAMA O CUANDO SE LE MANDO UN CORREO QUE POR LO MENOS RESPONDA  LOS LLAMADOS Y CORREOS"
"195"	"PGZK8USyBAuG"	"2019_q1"	6	"EL TEMA DE LOS EQUIPOS , EL CAMBIO DE LOS EQUIPOS, EL SERVICIO TECNICO NO REPARA EQUIPOS QUE ESTAN OBSOLETOS , SI UNO QUIERE CAMBIAR EQUIPO HAY MUCHAS TRABAS,"
"196"	"4Z98EO1nif3L"	"2020_q2"	5	"ENVIAR OFERTAS POR LA ANTIGUEDAD Y CANTIDAD DE PRODUCTOS QUE TENGO...."
"197"	"OXYHKRcEoIhx"	"2018_q1"	7	"SC"
"198"	"J28miKjF4qvQ"	"2020_q2"	7	"SC"
"199"	"4UotaAJwMb1R"	"2018_q1"	7	"S/C"
"200"	"ruO55CqL3fmt"	"2019_q1"	7	"NADA"
"201"	"ruO55CqL3fmt"	"2020_q1"	6	"NADA"
"202"	"ruO55CqL3fmt"	"2019_q1"	7	"NADA"
"203"	"ruO55CqL3fmt"	"2020_q1"	6	"NADA"
"204"	"ruO55CqL3fmt"	"2018_q1"	6	"SC"
"205"	"ruO55CqL3fmt"	"2018_q1"	6	"SC"
"206"	"0oTr4mTPNegm"	"2018_q2"	5	"SOLO CUPO EL PLAN...NO SE"
"207"	"ZnQWNVd4poJu"	"2020_q1"	6	"ATENDIERAN MAS RAPIDO"
"208"	"mqCCrrE64O1w"	"2019_q2"	7	"0"
"209"	"8nlMeg5RFRVB"	"2018_q1"	4	"SER MAS FLEXIBLE CON EL TEMA DE LOS PLANES"
"210"	"eX29SYwyr71h"	"2020_q2"	7	"QUE LLAMEN  POR TELEFONO A LOS CLIENTE O DESIGEN UN EJECTIVO"
"211"	"8j2wq1NQdnha"	"2020_q2"	6	"ME CONTACTE PARA REALIZAR CAMBIO DE EQUIPOS PERO NO LOS TIENEN EN STOCK"
"212"	"3ca69hXN0OFu"	"2019_q1"	6	"QUE SEAN UN POCO ENGORROSO MARCAQR 103 Y QUE TE ENVIAE N A UNA OPRCION Y OPTRA OPCION Y APARTE LOS LUGARES DE ATECION SON LIMITADOS"
"213"	"3ca69hXN0OFu"	"2018_q2"	6	"SI LE DAN UN EJECUTIVO PRIMERO QUE TODO QUE ESTE INFORMADO DE LOS PROBLEMAS QUE PUEDA TENER ENTEL PARA DAR UNA RESPUESTA CONCRETA A LAS SOLICITUDES DEL CLIENTE. YA QUE TIENE UN EJECUTIVO ASIGNADO NO LO DEBERIAN DESVIAR A UNA PLATAFORMA PARA QUE LE DEN UNA RESPUESTA YA QUE TIENE QUE SEGUIR UN PROTOCOLO ENORME Y SE DEMORA MUCHO. DEBE HABER UNA FORMA DIRECTA PARA ENFRENTAR LOS PROBLEMAS QUE UNO TIENE Y QUE LES DEN SOLUCION."
"214"	"pkVP6Hmp4cCQ"	"2019_q1"	7	"OFRESCAN MAS SERVICIOS OFERTAS -EQUIPOS..LINEAS"
"215"	"fIqBkndS4ZrR"	"2018_q2"	5	"MAYOR PERSONAL PARA CANAL DE ATENCION TANTO EN SUCURSALES COMO LINEAS TELEFONICAS."
"216"	"x0gO60eZAZ2m"	"2018_q2"	4	"0"
"217"	"s0lPtIc9ouNT"	"2018_q1"	5	"SC"
"218"	"s0lPtIc9ouNT"	"2019_q1"	5	"QUE ENTEL CONSIDERE LOS CLIENTES QUE TIENEN TODOS SUS SERVICIOS CON LA EMPRESA Y BAJE UN POCO LOS PRECIOS ESO DEJARIA COMO INQUIETUD"
"219"	"s0lPtIc9ouNT"	"2021_q1"	6	"QUE LOS TIEMPOS PARA RESOLVER SEAN MAS RAPIDOS TODO TIENEUN PLAZO MAS AESPEDITRO A SOLOCUIONES CRITICAS SON 48 HRS  DEVERIA SER ANTES"
"220"	"XtTHBqaMJHJO"	"2018_q2"	6	"SC"
"221"	"tUJNflifTRP7"	"2020_q1"	2	"MEJORAR LA CONEXION, TENEMOS PROBLEMAS DE CONEXION Y MALA SEÑAL."
"222"	"HX1GFej5kJRp"	"2018_q1"	6	"SC"
"223"	"VbhoDi4chyWn"	"2018_q1"	7	"S/C"
"224"	"VbhoDi4chyWn"	"2018_q1"	7	"S/C"
"225"	"VbhoDi4chyWn"	"2019_q1"	7	"NADA"
"226"	"VbhoDi4chyWn"	"2018_q2"	5	"-"
"227"	"VbhoDi4chyWn"	"2020_q2"	6	"EN ESTE MINUTO NADA"
"228"	"efAfyeyHpLYQ"	"2021_q1"	6	"MAYOR COMUNICACION DE PARTE DEL EJECUTIVO ASIGNADO PARA CON LA EMPRESA"
"229"	"RUKfDhO2FSCd"	"2018_q1"	6	"SC"
"230"	"RUKfDhO2FSCd"	"2018_q2"	6	"MI EJECUTIVO INCOMPETENTE"
"231"	"VJzEdAfOueYe"	"2018_q1"	4	"SC"
"232"	"sNe4AHIWXQgW"	"2019_q1"	5	"que hicieran buen filtro de los ejecutivos por el caso de que el ejecutivos hacen un mal manejo de sacar equipos a nombre de la empresa y después uno no puede optar por sacar equipos nuevos por malas gestiones de ellos mismos"
"233"	"izmTw6yshPnS"	"2018_q1"	7	"QUE LE REGALEN UN TELEFONO POR EL TIEMPO QUE LLEVA"
"234"	"2Ijsx0YHJ412"	"2018_q1"	6	"QUE ME LLAME LA EJECUTIVO PARA INFORMARME SOBRE EQUIPOS NUEVOS"
"235"	"2Ijsx0YHJ412"	"2018_q2"	7	"LOS EJECUTIVOS SEAN MAS RAPIDOS EFICIENTES AL MOMENTO DE NECESITAR ALGO. POR EJEMPLO SE ME PIERDE LE CELULAR YO LO NECESITO DENTRO DE LAS 24 HRS."
"236"	"fH4Nnxq805EZ"	"2018_q2"	3	"SC"
"237"	"jsuwlQ4tQokm"	"NA_NA"	6	"SC"
"238"	"M2tiC6ybBlsL"	"2020_q2"	6	"MEJORAR LA SEÑAL PORQUE TENGO PROBLEMAS DE COMUNICACION"
"239"	"4grpJW9RjcHY"	"2020_q1"	7	"BAJEN LA TARIAF PARA ESTAR IGUAL QUE AL COM,PETENCIA"
"240"	"RCGSByf4EnlU"	"2019_q2"	7	"NO SE LE OCURRE"
"241"	"AWfgYYv0yZAE"	"2020_q2"	6	"NADA"
"242"	"Qtewxu5jo2GH"	"2020_q2"	6	"LA SEÑAL ESTA INTERMITENTE HACE VARIOS MESES, HEMOS ESTADO TENIENDO DONDE VIVO. LOCALIDAD MELINKA"
"243"	"Qtewxu5jo2GH"	"2020_q1"	5	"LA COMUNICACION DE GUAITECAS LA CONECTIVIDAD TANTO INTERNET Y VOZ ESTO LLEVA COMO 6 MESES, EL INTERNET ES MUY INTERMITENTE, Y LAS LLAMADAS SE CORTAN"
"244"	"T6h9aSKZu9m8"	"2019_q1"	6	"0"
"245"	"M4ylPU58OTNU"	"2018_q1"	3	"S.C."
"246"	"XWeQDPD0MB8b"	"2018_q1"	5	"ME GUSTARIA QUE ELLOS EXTENDIERAN SU HORARIO DE ATENCION TELEFONICAMENTE POR ULTIMO"
"247"	"rFZgtlwOYbSS"	"2019_q2"	5	"RESPETAR ACUERDOS DEL CONVENIO .ME SUBIERON LA CUENTA DE ENTEL SIN AVISO Y LUEGO DIJERON QUE HABIA TERMINADO LA FECHA DEL CONVENIO Y QUE ERA POR UN SERVICIO Y NO POR LA FIBRA OPTICA."
"248"	"VGUbdIbBPYXf"	"2021_q1"	7	"NADA"
"249"	"6BHXSkf1Ygb8"	"2018_q2"	5	"S.C."
"250"	"p62E2lOzBis7"	"2020_q2"	6	"EL TEMA DE LOS EJECUTIVOS NO FUNCIONA BIEN Y TELEFONICAMENTE SI FUNCIONA Y OFICINAS TAMBIEN"
"251"	"69LCDuzvcyFV"	"2019_q2"	2	"MAS PRESENCIA Y PREOCUPACION POR LOS CLIENTES."
"252"	"H2YvVGCXayc0"	"2018_q2"	6	"0"
"253"	"fzLS0QzMUdb6"	"2019_q2"	5	"0"
"254"	"o1Nc6PoCZcME"	"2020_q2"	7	"NADA HE TENIDO POCOS PROBLEMAS ..."
"255"	"o1Nc6PoCZcME"	"2019_q1"	7	"NADA"
"256"	"o1Nc6PoCZcME"	"2020_q2"	7	"QUE ME CONTACTE UN EJECUTIVO  DEL  AREA TELEFONIA FIJA NO LO CONOZCO"
"257"	"o1Nc6PoCZcME"	"2019_q1"	7	"NADA"
"258"	"LvLkKTESss18"	"2018_q2"	5	"LA MALA SEÑAL DE INTERNET ME HA LLEVADO A PENSAR EN CAMBIARME TENGO EL PLAN MAS ALTO Y EL MEJOR TELEFONO."
"259"	"YaBkMNzpLMGT"	"2018_q1"	5	"NO ME DAN OFERTYAS ASE AÑOS QUE SOY CLIENTA Y NO ME OFRECEN NADA"
"260"	"fJyceuhDwNLq"	"2019_q2"	4	"EJECUTIVOS MAS PERSONALIZADOS."
"261"	"xRvwIRlE93u8"	"2018_q2"	1	"TODO. LO QUE ES POS VENTA , MAS PREOCUPACION EN LOS CANALES DE VENTA QUE TIENE ENTEL.  MALA ATENCION ME CAMBIAN EL EJECUTIVO. Y AUN ASI NO TIENGO RESPUESTA A LO QUE NECESITO"
"262"	"IoQSsLRMOKPd"	"2018_q1"	6	"sc"
"263"	"YWsb8l8aFfVi"	"2018_q1"	7	"S/C"
"264"	"J8dnCyVlNOzh"	"2019_q1"	7	"PLATAFORMA ON LINE AVECES CONFUSA"
"265"	"J8dnCyVlNOzh"	"2019_q1"	7	"PLATAFORMA ON LINE AVECES CONFUSA"
"266"	"J8dnCyVlNOzh"	"2018_q1"	7	"s.c"
"267"	"ATFLnyaxXt2P"	"2020_q2"	5	"NADA"
"268"	"iTSYAaExxjsc"	"2018_q2"	6	"S/C"
"269"	"7QvTDijItKl1"	"2018_q1"	6	"SC"
"270"	"F5gx93JV6fm4"	"2019_q2"	7	"NINGUN COMENTARIO, LO QUE PASA CUANDO LO ATIENDEN EN EL CIRCULO PREFERENTE NO HAY SOLUCIONES CONCRETAS"
"271"	"F5gx93JV6fm4"	"2018_q1"	6	"SC"
"272"	"9cBlCUfBSdQv"	"2018_q2"	5	"nada"
"273"	"j1gnK6fNHXXG"	"2018_q1"	7	"PROBLEMAS CON EL INTERNET EN GENERAL."
"274"	"c7PB8ibnSh0S"	"2018_q2"	7	"EL TEMA DE LO QUE ES INTERNET ESTA MUY LENTO"
"275"	"EaspeDGPxqXp"	"2019_q1"	5	"QUE TENGAN MAS CERCANIAS CON LA GENTE, HACEN EL NEGOCIO CON LA GENTE Y DESPUES SE OLVIDAN DE ELLOS"
"276"	"fXksrg8V5hKY"	"2019_q1"	6	"ALGO MAS DIRECTO UNO LLAMA AL ALTERISCO Y TE DERIVAN A OTRO LADO Y AL FINAL NO TE COMUNICAN AVECES QUEDA MMARCANDO Y NO TE CONTESTAN"
"277"	"l5WdcBQmVcR9"	"2018_q1"	6	"CUANDO SALE A BOLIVIA Y LLEGA  DE VUELTA A CHILE LE COBRAN MAS , QUIERE SABER ALGO SOBRE EL ROUMING PARA  NO PAGAR TANTO...POR QUE EL PAGA 70.. PERO AHORA LE ESTA SALIENDO 90..QUIERE VER ESO"
"278"	"l5WdcBQmVcR9"	"2019_q1"	6	"QUE SEAN MAS FLEXIBLES PORQUE TENGO TRES TELEFONOS MOVILES Y UNO LO QUIERO CADUCAR POR SIN USO Y ENVIE LOS DOCUMENTOS SOLICITADOS Y AUN NO LO ELIMINAN Y ME LO SIGUEN COBRANDO"
"279"	"rEF7Xu4H2Ttp"	"2018_q2"	3	"DECIR QUE CON LO QUE COBRA ENTEL DEBERIAN PRESTAR UN MEJOR SERVICIO."
"280"	"rEF7Xu4H2Ttp"	"2019_q1"	5	"SI BIEN ES BASTANTE PERSONALIZADA LA ATENCION ESCUCHAR MAS A LOS CLIENTES PARA DAR LA SOLUCION Y SIEMPRE RESPNDO LOS ENCUESTAS Y NO VEO CAMBIO"
"281"	"eVaFZ3HBxIzt"	"2018_q2"	3	"0"
"282"	"eVaFZ3HBxIzt"	"2018_q1"	6	"QUE LE SALE MUY CARO  EL INTERNET UN PLAN GRATIS Y AL FINAL TIENE QUE PAGAR TODO"
"283"	"0oNxVxcsGfxk"	"2018_q1"	4	"NINGUNO"
"284"	"OdLw8jV6GEPS"	"2018_q1"	1	"QUE NO MELLEGALAFACTURAALCORREO Y NO TENGO RESPALDO DELO QUE YOESTOY PAGANDO Y QUIERO QUEMELLEGUE"
"285"	"OdLw8jV6GEPS"	"2019_q1"	1	":ME CAMBIA NO SOLUCIONAN LOS PROBLEMAS MUCHO TIEMPO DE ESPERA ,NO AVISAN CUANDO CAMBIAN LOS BENEFICIOS YO TENIA COSTO 0 EN CAMBIO DE CELULAR  Y AHORA NO LO TENGO MALA INFORMACION PERDIDA DE TIEMPO"
"286"	"EsMWFji3NgK3"	"2018_q2"	6	"0"
"287"	"UiOFLjSQp9Bq"	"2018_q1"	2	"QUE SI ME MEJORAN LOS PLANES ME CAMBIO"
"288"	"UiOFLjSQp9Bq"	"2018_q1"	4	"DESPUES LO HAGO A LA PERSONA QUE ME CONTACTE"
"289"	"168Kh7q5yWQC"	"2020_q2"	6	"QUE ESTUVIERAN MAS DEDICADOS   A LOS CLINTES Y LLAMAR UNA VES AL MES POR LO MENOS PARA OFRECER ALGUN SERVICIO DESCUENTOS  O NUEVOS  REQUERIMIENTOS DE LOS CLIENTES"
"290"	"Zdq7b0CJNsY2"	"2018_q2"	7	"SC"
"291"	"4Ghqgk2hGYxc"	"2020_q2"	7	"DEBERIA SER UN POQUITO MAS PERSONALIZADO QUE EL EJECUTIVO PUDIESE LLAMAR UNA VEZ AL MES"
"292"	"aE2vGF1hJxmk"	"2020_q2"	7	"MEJORAR EL ROAMING AL EXTRANJERO, QUE UNO PUEDA TENER UN PLAN, YA QUE ES DEMASIADO CARO EN COMPARACION CON LA COMPETENCIA LAS OTRAS CIAS. SIEMPRE ESTAN OFRECIENDO MUY BUENAS TARIFAS"
"293"	"aE2vGF1hJxmk"	"2019_q1"	6	"QUE ELIMINE AL EJECUTIVO COMERCIAL, MAS HERAMIENTAS PARAA EL EJECUTIVO MOVIL"
"294"	"eCxjVVQAbAxZ"	"2018_q1"	5	"S C"
"295"	"p1sYgY8GhS6L"	"2020_q2"	5	"EJECUTIVOS ESTEN MAS PREOCUPADOS DE SUS CLIENTES"
"296"	"p1sYgY8GhS6L"	"2020_q2"	6	"NADA"
"297"	"p1sYgY8GhS6L"	"2020_q1"	7	"NO TENGO IDEA"
"298"	"rcrX3eXtOFO1"	"2018_q1"	6	"sc"
"299"	"0MiujwmUndwf"	"2018_q1"	3	"LA SEÑAL ES MALA Y BUENO DE REPENTE SE CAE EL SERVICIO Y  VUELVE AL RATO, YO CREO QUE ESTE MES QUIERO CERRAR EL CONTRATO"
"300"	"Hhtllg53iElu"	"2021_q1"	5	"EN TALTAL LA SEÑAL DE INTERNET ES MUY MALA"
"301"	"HnMBg7We2RZO"	"2018_q1"	7	"SC"
"302"	"AIqs4cF5cpRW"	"2019_q1"	7	"0"
"303"	"AIqs4cF5cpRW"	"2019_q1"	7	"BAJAR LOS COSTOS  A EMPRESAS"
"304"	"AIqs4cF5cpRW"	"2018_q2"	7	"AUMENTAR LA FIDELIDAD A LOS PLANES EMPRESA QUE DESPUES DE CIERTA CANTIDAD DE AÑOS EN LA EMPRESA TENGA  ALGUN BENEFICIO EXTRA  ALGUN REGALO PARA MANTENER AL CLIENTE"
"305"	"fDiYgAxzGmdo"	"2018_q2"	4	"S/C"
"306"	"uFgzh1EsAGVt"	"2018_q1"	6	"s.c"
"307"	"UV0Uw6wBLeAn"	"2018_q2"	7	"MAYOR PERSONAL EN LAS TIENDAS"
"308"	"p2difBCr9K96"	"2018_q2"	5	"NO"
"309"	"p2difBCr9K96"	"2018_q2"	5	"NO"
"310"	"p2difBCr9K96"	"2019_q1"	6	"nada"
"311"	"p2difBCr9K96"	"2019_q1"	6	"nada"
"312"	"6HPz7HivxW2y"	"2018_q1"	7	"SC"
"313"	"9JYArbbWoJ02"	"2018_q2"	6	"SC"
"314"	"UIOmeQLJ1pzC"	"2018_q1"	5	"ESTOY TRATANDO DE SOLUCIONAR UN PROBLEMA DESDE HACEN TRES MESES.HOY ESTOY CITADA A ENTEL .OJALA SE SOLUCIONE."
"315"	"O8b8tmdUiOJy"	"2018_q1"	5	"SC"
"316"	"u2lRqAz7XAeY"	"2019_q2"	7	"LA VERDAD QUE FUNCIONA"
"317"	"QIu2pPNim2AA"	"2020_q1"	5	"ACOGUER EL RECLAMO DEL CLIENTE"
"318"	"mnQjawcbR8vM"	"2019_q1"	5	"MAS CERCANIA CLIENTES MEJORES TARIFAS  LA COMPETENCIA LO SUPERA"
"319"	"NzWf1fefPeGa"	"2018_q2"	6	"0"
"320"	"NzWf1fefPeGa"	"2018_q1"	5	"S/C"
"321"	"4UBmXfy7i458"	"2020_q2"	6	"PROBLEMAS DE SEÑAL  ARREGLAR EL TEMA DE LA SEÑAL MAS QUE NADA"
"322"	"DTrfIoeLH3ns"	"2019_q2"	5	"REALMENTE  UN EJECUTIVO QUE  LLAME  QUE TE EXPLIQUE UN PRODUCTO  UNA GESTION QUE TE ATIENDA BIEN Y CADA REQUERIMIENTO QUE NECESITE HAYA UNA BUENA GESTION UN BUEN DESARROLLO"
"323"	"DTrfIoeLH3ns"	"2019_q2"	5	"REALMENTE  UN EJECUTIVO QUE  LLAME  QUE TE EXPLIQUE UN PRODUCTO  UNA GESTION QUE TE ATIENDA BIEN Y CADA REQUERIMIENTO QUE NECESITE HAYA UNA BUENA GESTION UN BUEN DESARROLLO"
"324"	"DTrfIoeLH3ns"	"2020_q1"	6	"QUE NO VEAN A LAS PERSONAS O EMPRESAS COMO UN NUMERO"
"325"	"DTrfIoeLH3ns"	"2019_q2"	5	"YO TENGO UN PROBLEMA PARTICULAR COMO OFRECEN LOS CONTRATOS Y EL SERVCIO QUE ENTREGAN EN EL SENTIDFO E TENIDO PROBLEMA CON EL PRODUCTO QU ERCAMBIUAROPN NUNCA GUE EL SERVCIO Y NUNCA RTUVIMOS EL QUEREMIENTO SOLUCION DEL PROBLEMA SINO HACE UN MMES ATRAS NO LES IMPORTO LO QUE ESTABAMOS PASANDO UNA PERSONA SE COMUNICO CONMOIGO Y ME DIO LA SOLUCION AL PROBLEMA, QUE FUE ARTO TIEMPO, EL CAMBIO DEL PRODUCTO QUE NOS CAMBIARON NO DIJERON TODA LA VERDAD LOS VENDEDORES DE ENTEL DEVERIAN MANEJAR LO QUE ESTAN VENDIENDO"
"326"	"DTrfIoeLH3ns"	"2020_q1"	6	"QUE NO VEAN A LAS PERSONAS O EMPRESAS COMO UN NUMERO"
"327"	"Ts2gLfCEDwro"	"2018_q1"	7	"SC"
"328"	"Ts2gLfCEDwro"	"2018_q1"	7	"SC"
"329"	"Ts2gLfCEDwro"	"2020_q2"	6	"NO LO SBE, AUNQUE DEBERIA SER QUE NO PIDAN TANTA DOCUMENTACION POARA SOLICITAR ALGUN PRODUCTO"
"330"	"SSyvW2pNxAoe"	"2020_q1"	4	"NO TENGO LA RESPUESTA"
"331"	"HrSB4O7xTHz6"	"2018_q2"	2	"QUE TUVIERAN MEJOR SEÑAL Y QUE LA ATENCION FUERA MAS RAPIDA"
"332"	"HrSB4O7xTHz6"	"2018_q1"	5	"SC"
"333"	"x8soQzefxkRz"	"2019_q1"	6	"COBERTURA EN EL SECTOR DONDE VIVO NO LLEGA DE BUENA MANERA"
"334"	"MwtcivJ3Lgiq"	"2018_q2"	7	"NADA"
"335"	"MwtcivJ3Lgiq"	"2020_q2"	6	"SC"
"336"	"MwtcivJ3Lgiq"	"2018_q1"	7	"S.C"
"337"	"XpefHwfNFcqU"	"2019_q1"	4	"NADA"
"338"	"XpefHwfNFcqU"	"2018_q1"	7	"SC"
"339"	"XpefHwfNFcqU"	"2018_q2"	7	"TODO FUNCIONA BIEN"
"340"	"iwlXbd7yWMIC"	"2018_q2"	5	"SC"
"341"	"is0UlWhtsWhe"	"2018_q1"	4	"SC"
"342"	"lZvZRsLC2PbX"	"2018_q2"	4	"SER MAS PREOCUPADO DEL CLIENTE  QUE PUEDA TENER UN EJECUTIVO A CARGO FIJO PARA LOS PROBLEMAS   DERREPENTE NECESITO ALGO PARA CAMBIAR EQUIPOS   FUI A TOMAR UN PLAN Y TENGO NUMEROS ASOCIADOS  QUE NO TENGO QUE NO SON MIOS NO EXISTEN"
"343"	"L7x6YSewHqqk"	"2018_q2"	7	"SABER EL NOMBRE DEL EJECUTIVO ASIGNADO."
"344"	"L7x6YSewHqqk"	"2018_q2"	7	"NO TODO BIEN"
"345"	"L7x6YSewHqqk"	"2020_q2"	7	"EL TEMA DEL SOPORTE TECNICO SE DEMORA EL TIEMPO DE RESPUESTA"
"346"	"L7x6YSewHqqk"	"2019_q1"	7	"ES MUY BUENA LA ATENCION SIMPRE TENGO UNA PRONTA RESPUESTA QUE CUANDO CUANDO HAY CORTES DE LUZ NO DAN SERVICIOS ESO SE PUEDE ARREGLAR CON UN GENERADOR  MI EVALUCION ES PARA JAVIER DON BELINDO"
"347"	"vExzXJrrZ0Nt"	"2018_q2"	7	"QUE SE COMUNIQUEN CON CLIENTE EMPRESA SOBRE TODO POR OFERTAS DE PLANES"
"348"	"M5vLxiVmTZb2"	"2018_q1"	5	"SC"
"349"	"M5vLxiVmTZb2"	"2018_q1"	5	"SC"
"350"	"3o2DaFMLrXjZ"	"2018_q2"	5	"que los precios de los planes sean mas bajos"
"351"	"EaM9YNbK1HlH"	"2020_q2"	5	"QEU HAGAN MAS OFERTAS DE LOS PLANES QUE UNO TIENE RESPECTO AL INTERNET Y FIBRA PUDIERAN HACER ALGUNA PROMOCION"
"352"	"EaM9YNbK1HlH"	"2020_q1"	5	"LA FORMA DE PAGO EMPRESA DEBERIA SER UN POCO MAS EXCLUSIVA EL TEMA CUANDO VOY ARICA NO HAY UN LUGAR PARA PAGAR COMO EMPRESA Y NO HAY UNA CUENTA PARA TRASFERIR  DEBERIAN TENER UN LUGAR DE  PAGO PARA EMPRESA Y UNA CUENTA PARA TRANSFERIR"
"353"	"EaM9YNbK1HlH"	"2019_q2"	4	"MEJOR SOPORTE TECNICOY  QUE ME DEVUELVEN EL ANTIGUOP EJECUTIVO JAVIER  EL ERABUENO"
"354"	"IA2aHPBjjAFd"	"2018_q2"	4	"0"
"355"	"2anNTyppZMcn"	"2020_q1"	7	"NADA"
"356"	"MTUB1QvaVrWn"	"2018_q2"	5	"EL PROBLEMA DE ENTEL ES QUE PARA PEDIR ALGUN CAMBIO O REQUERIMIENTO UNO LLAMA Y TRASPASAN DE SECCION EN SECCION. FINALMENTE UNO SE ABURRE EXPLICANDO A CADA PERSONA ,LUEGO DEJAN ESPERANDO Y NO SE CONCRETA NADA ."
"357"	"2YdFlfEmj9Qd"	"2018_q2"	7	"LA SEÑAL SE VA MUCHO LA COBERTURA HAY SECTORES QUE NO PUEDO RECIBIR LLAMADOS TRABAJO EN LA CALLE"
"358"	"507cvsTlpd38"	"2019_q2"	5	"MAS SEGUIMIENTO A SOLICITUDES."
"359"	"507cvsTlpd38"	"2021_q1"	6	"NADA"
"360"	"PWHbp2Npo7yg"	"2018_q2"	7	"TODO TRANQUILO"
"361"	"3DFkvd9vvfma"	"2018_q1"	3	"QUE SIEMPRE ESTEN DISPUESTOS DE AUMENTARLAFACTILIDADDONDEYO VIVO ENSAN PEDRO ATACAMA"
"362"	"UM0Qjag1WjZs"	"2018_q2"	5	"SC"
"363"	"r0gKVu8kpTgO"	"2019_q1"	3	"QUE MEJOREN LA CALIDAD DEL SERVICIO DE INTERNET NESECITO CONTINUIDAD YA QUE HAN HABIDO MUCHAS CAIDAS DEL SERVICIO"
"364"	"r74sm8tbVTwV"	"2020_q2"	7	"EL SERVICIO DE INTERNET HOGAR NO ME SIRVE PIENSO CAMBIARME (PREGUNTO POR EMPRESA PERO CONTESTA ESTO)"
"365"	"QigNfTSVXbmh"	"2018_q2"	4	"ECHO MUCHO DE MENOS EL NUMERO 727 QUE TENIAMOS PARA CONSEGUIR TELEFONOS."
"366"	"BcqHKYctqMbn"	"2020_q2"	5	"MEJORAR LA COBERTURA EN LA REGION DE LOS RIOS, SECTOR RIO BUENO  HACIA LAGO RANCO"
"367"	"BcqHKYctqMbn"	"2020_q1"	5	"QUE PUSIERAN GENTE QUE HABLE CASTELLANO CUANDO LLAME PARA RECLAMOS"
"368"	"toL2b9a56KWl"	"2019_q2"	7	"UN EJECUTIVO"
"369"	"KAcy3mwZjKSU"	"2019_q2"	4	"MEJOR SERVICIO, MAYOR AGILIDAD Y COMPROMISO CON NOSOTROS, TENEMOS VARIAS FALENCIAS CON LOS EQUIPOS, SON MALISIMOS."
"370"	"KAcy3mwZjKSU"	"2020_q2"	5	"MAYORES OFERTAS QUE TENGAN UN DESPACHO  DE LINEA MAS EFICIENTE INDEPENDIENTE DE LA PANDEMIA NECESITAMOS UNA MAYOR ATENCION DE LOS DESPACHOS"
"371"	"KAcy3mwZjKSU"	"2018_q2"	5	"MAYOR RAPIDEZ ENLOSREQUERIMIENTOS MAYOR Y MEJOR ATENCION A NIVELEMPRESA"
"372"	"xpMpuavazpJP"	"2018_q2"	6	"0"
"373"	"TUhTZ1RbRK24"	"2020_q1"	6	"NADA"
"374"	"TUhTZ1RbRK24"	"2020_q2"	4	"LA ATENCION QUE BRINDAN A TRAVES DE LA PAGINA FUNCIONA BIEN LO QUE NO HA FUNCIONADO BIEN ES EL INTERNET HEMOS TENIDO MUCHAS BAJAS DE VELOCIDAD"
"375"	"TUhTZ1RbRK24"	"2020_q1"	6	"NADA"
"376"	"nwrksSF4HnrE"	"2019_q1"	6	"POR QUE NO ES TAN RAPIDO COMO LA OTRA PERSONA"
"377"	"nwrksSF4HnrE"	"2019_q1"	6	"-"
"378"	"nwrksSF4HnrE"	"2021_q1"	1	"ATENDER MEJOR A LA GENTE QUE LLEVA MUCHOS AÑOS CON ELLOS LLEVO 15 AÑOS Y PUROS PROBLEMAS ASI VAN A PERDER A SUS CLIENTES"
"379"	"nwrksSF4HnrE"	"2021_q1"	1	"ATENDER MEJOR A LA GENTE QUE LLEVA MUCHOS AÑOS CON ELLOS LLEVO 15 AÑOS Y PUROS PROBLEMAS ASI VAN A PERDER A SUS CLIENTES"
"380"	"cNBThIYbcBpc"	"2018_q2"	6	"DEMASIADA BUROCRACIA DEMASIADO PAPELEO QUE FUERA MAS EXPEDITO TANTO CONTRATO TANTA FIRMA QUE FUERA MENOS ENGORROSO QUE LE DE SEGURIDAD A LA EMPRESA"
"381"	"DKvZB1VAKiAV"	"2018_q2"	4	"s.c"
"382"	"uTZqnWLJJ7zn"	"2018_q1"	7	"ENTREVISTADA AL FINAL DE LA ENCUESTA  COMO OBSERVACION INDICA QUE AHORA ESTE ES SU ACTUAL NUMERO DE TELEFONO PARA CONTACTARLA 0942073272"
"383"	"OE20s6NrUv06"	"2019_q1"	5	"QUE SE PRESENTE EL EJECUTIVO"
"384"	"3VgGk3XhovCy"	"2020_q2"	7	"NADA"
"385"	"0B2sxMcMnmv3"	"2018_q2"	5	"LLEVO TAN POCO CON USTEDES 2 MESES Y TODAVIA NO HE VISTO LAS FALLAS NO ME HA LLEGADO LA FACTURA TAMPOCO NECESITO ME ARREGLEN LOS EQUIPOS QUE ESTAN MALOS LOS CLIENTES NO ME ESCUCHAN"
"386"	"0AX7DJGGEk2D"	"2019_q1"	6	"-"
