"encriptado"	"periodo"	"sat entel"	"literal"
"29257"	"BIjGd4U8zhvN"	"2019_q2"	5	"SER MA SAGIL EN LOS TEÍEMPOL DE RESPUESTAS"
"29258"	"VYB3boGptLM3"	"2018_q1"	6	"SC"
"29259"	"VYB3boGptLM3"	"2019_q1"	6	"ME GUSTARIA QUE ENTEL ME ASIGNE UN EJECUTIVO"
"29260"	"VYB3boGptLM3"	"2018_q2"	6	"0"
"29261"	"lLgOEyuTby7L"	"2018_q1"	5	"SC"
"29262"	"Eo2cqxChce9e"	"2019_q1"	5	"EJECUTIVO DE EMPRESA MAYOR REQUERIMEITNO DEMORA MESES ,FELICITACIONES AL LILIAN CABRERA"
"29263"	"63slwez95ODN"	"2020_q1"	6	"MAS PREOCUPACION POR LOS CLIENTES AYUDA DE REBAJA HAY VARIAS COSAS QUE NUNCAS LAS DICES COMO CAMBIO DE EQUIPO QUE TIENE POR MUCHOS"
"29264"	"63slwez95ODN"	"2018_q2"	6	"MAS PREOCUPACION POR SUS CLIENTES EN TODO SENTIDO  MEJORAR LOS PLANES  ENTREGAR ALGUNAS COSAS QUE LAS OTRAS COMPAÑIAS  OFRECEN MAS COSAS Y BAJAR EL PLAN"
"29265"	"XYq0RINBsYVn"	"2018_q2"	7	"MEJORAR EL SERVICIO PARA LLAMAR A OTRAS COMPAÑIAS"
"29266"	"XYq0RINBsYVn"	"2019_q1"	6	"NADA"
"29267"	"hD2GqDzEqK9R"	"2018_q2"	5	"CREO QUE HUBIERA MAS ORDEN POR QUE ME LLAMAN MUCHOS EJECUTIVOS OFRECIENDOME TELEFONIA MOVIL DESPUES ME LLEGAN MAIL OFRECIENDOME MEJORAS EN LA TELEFONIA MOVIL O FIJA Y ESO ES  CONFUSO LA FORMA COMO OFRECEN EL SERVICIO"
"29268"	"hD2GqDzEqK9R"	"2018_q2"	5	"CREO QUE HUBIERA MAS ORDEN POR QUE ME LLAMAN MUCHOS EJECUTIVOS OFRECIENDOME TELEFONIA MOVIL DESPUES ME LLEGAN MAIL OFRECIENDOME MEJORAS EN LA TELEFONIA MOVIL O FIJA Y ESO ES  CONFUSO LA FORMA COMO OFRECEN EL SERVICIO"
"29269"	"hD2GqDzEqK9R"	"2018_q1"	2	"TENEMOS FRECUENTES FALLAS EN LA TELEFONIA FIJA POR QUE TENEMOS UNA FIBRA OPTICA MUY DEVIO QUE ME LLAMEN Y ME DEN SOLUCION"
"29270"	"t4hkoVsU5WCR"	"2018_q2"	7	"0"
"29271"	"BV0DOmmZyWwG"	"2019_q1"	7	"QUE TENGAN MAS CONTACTO CON LOS CLIENTES Y QUE MANDEN MAS CORREOS Y MANDEN LAS OFERTAS."
"29272"	"BV0DOmmZyWwG"	"2018_q1"	7	"SC"
"29273"	"BV0DOmmZyWwG"	"2020_q1"	7	"MAS PLANES"
"29274"	"FdNMI0YfrjbS"	"2018_q2"	7	"QUE COMENTEN PROACTIVAMENTE LOS SERVICIOS"
"29275"	"nrLnyVx4nz8J"	"2019_q1"	5	"SE PONE LENTO ELINTERNET"
"29276"	"yTalVLH1GEXm"	"2018_q2"	7	"NADA. SOLO QUE MI EJECUTIVA DE POST VENTA SEA MAS AGIL EN LAS RESPUESTAS"
"29277"	"yTalVLH1GEXm"	"2018_q1"	7	"S/C"
"29278"	"yTalVLH1GEXm"	"2019_q1"	7	"-"
"29279"	"6cIFUdjE4JMu"	"2019_q1"	3	"REVISAR HABILITACION DE LOS PUERTOS SEGUN LA NORMATIVA PRESENENTE"
"29280"	"qfCj2SBgXd7N"	"2018_q1"	6	"S C"
"29281"	"qfCj2SBgXd7N"	"2019_q2"	6	"LOS EQUIPOS QUE OFRECEN EN CUANTO A COSTOS SON MAYOR QUE LA COMPENTENCA"
"29282"	"qfCj2SBgXd7N"	"2018_q2"	6	"-"
"29283"	"db71UrxinKL4"	"2019_q1"	6	"MEJORAR LA SEÑAL Y COBERTURA EN LOS SERVICIOS MOVILES."
"29284"	"db71UrxinKL4"	"2018_q2"	7	"0"
"29285"	"F3pmBzISvqJS"	"2019_q2"	7	"NADA"
"29286"	"F3pmBzISvqJS"	"2018_q2"	7	"NO NADA"
"29287"	"F3pmBzISvqJS"	"2019_q1"	7	"SC"
"29288"	"PKNs4sJxeZjb"	"2018_q1"	6	"SC"
"29289"	"PKNs4sJxeZjb"	"2018_q2"	3	"0"
"29290"	"YPWtTg8BFDNR"	"2020_q2"	7	"NADA"
"29291"	"YPWtTg8BFDNR"	"2018_q1"	6	"S C"
"29292"	"YPWtTg8BFDNR"	"2018_q2"	6	"MAS CONTACTO CON EL CLIENTE"
"29293"	"Wh1pEAvFLQel"	"2018_q1"	5	"TENEMOS UNA LINEA FIJA EN UN COLEGIO Y NO TENEMOS INTERNET HACE 2 MESES Y NO TENEMOS RESPUESTA ENCUENTRO QUE ES UN ABUSO QUE IGUAL NOS ESTEN COBRANDO POR ALGO NO OCUPAMOS FUI A ALEGAR Y TODABIA NO TENEMOS RESPUESTA CREO QUE TERMINARE LLENDO AL SERNAC A PONER MI RECLAMO"
"29294"	"ryCovlUbtJGh"	"2019_q1"	5	"-"
"29295"	"ryCovlUbtJGh"	"2018_q2"	5	"QUE BAJEN LOS PRECIOS"
"29296"	"ryCovlUbtJGh"	"2020_q1"	5	"MEJORAR SEÑAL"
"29297"	"epxhXUYpEBiO"	"2020_q2"	6	"CREO QUE ES DEMASIADO FRIO EL CONTACTO QUE SE TIENE CON LA EMPRESA. YA QUE A VECES CUESTA UBICAR AL EJECUTIVO."
"29298"	"epxhXUYpEBiO"	"2020_q2"	6	"MAS AL DIA CON LOS CLIENTES EN UN ANO TUVIMOS 10 EJECUTIVOS"
"29299"	"f9Eyc9evzBLb"	"2019_q1"	4	"QUE LOS EJECUTIVOS SEAN MAS PRESENCIALES.  ME LLEGAN MUCHOS MAILS AL DIA Y CUANDO NECESITO TENER UN EJECUTIVO EN LA SUCURSAL NUNCA ESTAN."
"29300"	"f9Eyc9evzBLb"	"2018_q1"	5	"CAPACITEN A LOS EJECUTIVOS DE OFICINA POR QUE NO SABEN NADA, LOS CAMBIAN MUCHO  Y NO HAY CONTINUIDAD EN VER LOS CASOS"
"29301"	"f9Eyc9evzBLb"	"2019_q1"	4	"QUE LOS EJECUTIVOS SEAN MAS PRESENCIALES.  ME LLEGAN MUCHOS MAILS AL DIA Y CUANDO NECESITO TENER UN EJECUTIVO EN LA SUCURSAL NUNCA ESTAN."
"29302"	"f9Eyc9evzBLb"	"2018_q1"	5	"CAPACITEN A LOS EJECUTIVOS DE OFICINA POR QUE NO SABEN NADA, LOS CAMBIAN MUCHO  Y NO HAY CONTINUIDAD EN VER LOS CASOS"
"29303"	"f9Eyc9evzBLb"	"2020_q1"	6	"NADA"
"29304"	"tg1jmyD9wAPE"	"2019_q1"	4	"QUE CUMPLAN CON LO QUE OFRECEN"
"29305"	"tg1jmyD9wAPE"	"2019_q2"	5	"ME GUSTARIA QUE ELLOS DE VEZ EN CIADNO DE LOS PALNES QIUE BVVNA SUBIENMDO Y BAJANDO E INVIAR UN CORREO CON LOS PLANES QUE PUEDE UNOAMCCEDER POR QLO QUE UNO PAGA"
"29306"	"hkaxxCKzlPnE"	"2018_q1"	4	"COBERTURA SE CAE EN LA ZONA ILLAPEL IV REGION"
"29307"	"KoIzmDJm4iHV"	"2018_q2"	6	"NADA"
"29308"	"KoIzmDJm4iHV"	"2019_q1"	6	"SE ME A CAIDO EL SERVCIO UNOS DIAS MAS NADA ESTA TODO BIEN"
"29309"	"KoIzmDJm4iHV"	"2019_q2"	6	"0"
"29310"	"KoIzmDJm4iHV"	"2018_q1"	6	"PODRIAN PONER UN SERVICIO DE ROUMING PARA LAS EMPRESAS SERIA MAS FACIL"
"29311"	"nX43Ir7JeiJg"	"2019_q1"	6	"QUE ESTEN CONSTANTEMENTE INFORMANDO LOS CAMBIOS DE PLANES"
"29312"	"nX43Ir7JeiJg"	"2019_q2"	6	"ENFOCAR LAS ENCUESTAS EN LA CALIDAD DE SEÑAL, CAIDAS TECNICAS"
"29313"	"nX43Ir7JeiJg"	"2018_q2"	6	"QUE SEAN MAS CLARAS LAS OFERTAS. SOLO ESO"
"29314"	"nX43Ir7JeiJg"	"2018_q2"	6	"QUE SEAN MAS CLARAS LAS OFERTAS. SOLO ESO"
"29315"	"nX43Ir7JeiJg"	"2019_q2"	6	"ENFOCAR LAS ENCUESTAS EN LA CALIDAD DE SEÑAL, CAIDAS TECNICAS"
"29316"	"nX43Ir7JeiJg"	"2020_q1"	7	"MEJORAR LA APLICACION MOVIL MAS COMPLETA ES MUY POBRE SE PARA CAYAENDO"
"29317"	"nX43Ir7JeiJg"	"2020_q2"	6	"ACTUALIZAR LOS PLANES EN BASE A LO QUE ESTA OFRECIENDO LA COMPETENCIA"
"29318"	"nX43Ir7JeiJg"	"2020_q1"	7	"MEJORAR LA APLICACION MOVIL MAS COMPLETA ES MUY POBRE SE PARA CAYAENDO"
"29319"	"nX43Ir7JeiJg"	"2020_q2"	6	"ACTUALIZAR LOS PLANES EN BASE A LO QUE ESTA OFRECIENDO LA COMPETENCIA"
"29320"	"nX43Ir7JeiJg"	"2019_q1"	6	"QUE ESTEN CONSTANTEMENTE INFORMANDO LOS CAMBIOS DE PLANES"
"29321"	"wHSh3AiNIHct"	"2018_q1"	7	"S/C"
"29322"	"wHSh3AiNIHct"	"2019_q1"	7	"NADA"
"29323"	"wHSh3AiNIHct"	"2019_q1"	7	"NADA"
"29324"	"wHSh3AiNIHct"	"2019_q2"	7	"SC"
"29325"	"wHSh3AiNIHct"	"2019_q2"	7	"RAPIDEZ PARA RESPONDER"
"29326"	"wHSh3AiNIHct"	"2018_q1"	7	"S/C"
"29327"	"wHSh3AiNIHct"	"2020_q2"	6	"SC"
"29328"	"IFv4LtpYWIXr"	"2019_q1"	4	"CUANDO HE QUERIDO CAMBIAR EQUIPOS PONEN MUCHAS TRABAS O MUCHOS REQUISITOS, ME QUEDAN SOLO DOS LINEAS CON ENTEL Y POR LA ATENCION ES PROBABLE QUE ME PORTE YA QUE TENGO 10 MOVILES CON MOVISTAR"
"29329"	"IFv4LtpYWIXr"	"2019_q2"	3	"MAS CERCANIA CON ELCLIENTE OFRECER MEJORAS EN LOS PALANES"
"29330"	"IFv4LtpYWIXr"	"2020_q1"	5	"PARA CAMBIAR LOS EQUIPOS PONIA MUCHAS TRABAS ENTEL CIERTO QUE MOVISTAR NO LO HACE"
"29331"	"LyuenNwWQsMz"	"2020_q2"	6	"NADA"
"29332"	"yn3hPsxhCDLJ"	"2019_q2"	1	"QUE CONTRATE GENTE CALIFICADA Y QUE SE PREOCUPE DE TRABAJAR"
"29333"	"yn3hPsxhCDLJ"	"2018_q1"	1	"MALA ATENCION DEL EJECUTIVO EN GENERAL, DESEO CAMBIO DEL EJECUTIVO."
"29334"	"xdomTdA0hovP"	"2020_q1"	6	"UN POCO MAS DE COMUNICACION"
"29335"	"xdomTdA0hovP"	"2019_q1"	6	"ELEGIR BIEN LOS EJECUTIVOS COMERCIALES"
"29336"	"xdomTdA0hovP"	"2020_q1"	6	"UN POCO MAS DE COMUNICACION"
"29337"	"xdomTdA0hovP"	"2018_q1"	6	"SEGUIR TRABAJANDO CADA DIA MAS PARA CUMPLIR ESA PEQUEÑA DIFERENCIA QUE NO LO HACE SER PERFECTO."
"29338"	"xdomTdA0hovP"	"2018_q2"	7	"0"
"29339"	"xdomTdA0hovP"	"2018_q2"	7	"PORQUE SIEMPRE ESTA DISPUESTO A LA HORA QUE SEA. MUY BUENA EJECUTIVA"
"29340"	"xdomTdA0hovP"	"2018_q1"	6	"SEGUIR TRABAJANDO CADA DIA MAS PARA CUMPLIR ESA PEQUEÑA DIFERENCIA QUE NO LO HACE SER PERFECTO."
"29341"	"xdomTdA0hovP"	"2019_q1"	6	"ELEGIR BIEN LOS EJECUTIVOS COMERCIALES"
"29342"	"xdomTdA0hovP"	"2020_q2"	6	"UNA MEJOR COMUNICACION ENTRE EJECUTIVOS QUE TENGAN QUE VER CON LO MERCIAL Y MOVIL EN LA EMPRESA QUE ESTEN ENLAZADA ENTRE SI Y ESTEN SIMPRE CONECTADOS"
"29343"	"D1vk4SAIbHDS"	"2018_q1"	6	"S/C"
"29344"	"D1vk4SAIbHDS"	"2020_q2"	6	"EVALUACION DE LOS PLANES"
"29345"	"D1vk4SAIbHDS"	"2020_q2"	7	"LA VERDAD QUE POR AHOA NOS HAN ATENDIDO BIEN NADA"
"29346"	"D1vk4SAIbHDS"	"2019_q2"	6	"POR AHORA LO UNICO QUE MEJORARIA PODER TENER MAS DE UN TIC MAS ABIERTOS AL MISMO TIEMPO"
"29347"	"D1vk4SAIbHDS"	"2018_q2"	6	"0"
"29348"	"D1vk4SAIbHDS"	"2019_q2"	6	"POR AHORA LO UNICO QUE MEJORARIA PODER TENER MAS DE UN TIC MAS ABIERTOS AL MISMO TIEMPO"
"29349"	"D1vk4SAIbHDS"	"2018_q2"	6	"PORQUER TENGO CONTACTO DIRECTO Y CUANDO NECESITO ALGO SIEMPRE ME ATIENDE"
"29350"	"D1vk4SAIbHDS"	"2018_q1"	6	"S/C"
"29351"	"D1vk4SAIbHDS"	"2020_q2"	6	"EVALUACION DE LOS PLANES"
"29352"	"RLqVfV0dPanJ"	"2019_q1"	6	"SC"
"29353"	"RLqVfV0dPanJ"	"2020_q1"	7	"UNA BUENA CONECCION ES ALGO IMPORTANTE Y MEJORAR LA COMUNICACION CON EL EJECUTIVO NO SE SI EL MISMO  EJECUTIVO QUE TENIA ANTES"
"29354"	"RLqVfV0dPanJ"	"2021_q1"	6	"QUE TENGAN UN MEJOR SERVICIO HACE 15 DIAS PEDI RETIRO DE TELEFONO HASTA EL MINUTO NO HAN VENIDO Y A ELLOS LES APARCE QUE LA EMPRESA PARTNER SI HABIA ECHO LA GESTION DE RETIRO"
"29355"	"6nqPimpyR5iR"	"2018_q1"	7	"SC"
"29356"	"ZpaRfy89Uttm"	"2019_q1"	6	"QUE NOS LLAMARAN Y SABER CUALES SON EJECUTIVOS ASIGNADOS PARA PODER HABLAR CON ELLOS"
"29357"	"0NeyK6I0pG3Q"	"2018_q1"	5	"YO CREO QUE ME VOY A TERMINAR CAMBIANDO  A CLARO, SE HA CAIDO MUCHO LA SEÑAL, NO TIENE BUENA COBERTURA EN EL ULTIMO TIEMPO CLARO SE HA SUPERADO MUCHO EN COMPARACION A ENTEL"
"29358"	"faLjeelIg5OT"	"2019_q1"	6	"QUE MEJOREN LA PAG WEB, QUE LAS FACTURAS APARESCAN CON SU HISTORIAL, LOS PAGOS, PAG QUE SEA MAS RAPIDA"
"29359"	"faLjeelIg5OT"	"2019_q1"	6	"QUE MEJOREN LA PAG WEB, QUE LAS FACTURAS APARESCAN CON SU HISTORIAL, LOS PAGOS, PAG QUE SEA MAS RAPIDA"
"29360"	"faLjeelIg5OT"	"2019_q2"	6	"MEJORAR EL CALL CENTER ME REFIERO A LA ATENCION  YA QUE CUANDO UNO LLAMA LE INDICAN QUE MARQUE TAL O TAL NUMERO SEGUN SU REQUERIMIENTO PERO ESTO NUNCA RESULTA YA QUE SI UNO MARCA LA PARTE TECNICA LE COMUNICAN CON EL AREA COMERCIAL Y ESTO IMPLICA PERDIDA DE TIEMPO,  Y CUANDO UNO LLAMA TIENE QUE DIGITAR EL RUT Y LA EJECUTIVA QUE ATIENDE  VUELVE A  PREGUNTAR EL RUT"
"29361"	"faLjeelIg5OT"	"2019_q2"	6	"MEJORAR EL CALL CENTER ME REFIERO A LA ATENCION  YA QUE CUANDO UNO LLAMA LE INDICAN QUE MARQUE TAL O TAL NUMERO SEGUN SU REQUERIMIENTO PERO ESTO NUNCA RESULTA YA QUE SI UNO MARCA LA PARTE TECNICA LE COMUNICAN CON EL AREA COMERCIAL Y ESTO IMPLICA PERDIDA DE TIEMPO,  Y CUANDO UNO LLAMA TIENE QUE DIGITAR EL RUT Y LA EJECUTIVA QUE ATIENDE  VUELVE A  PREGUNTAR EL RUT"
"29362"	"V0YBANBHxysb"	"2018_q1"	6	"CUANDO SE HACE UN CAMBIO DE EQUIPO ES MUY ENGORROSO HACER UN CAMBIO DE EQUIPO EN ENTEL,ME COSTO MAS DE DOS MECES EN REALIZAR EL CAMBIO Y POR ESTE MOTIVO YA ESTABA QUE ME CAMBIABA DE COMPAÑIA"
"29363"	"JVZeJrHhGcXO"	"2018_q1"	6	"SC"
"29364"	"JVZeJrHhGcXO"	"2019_q2"	6	"0"
"29365"	"QP9kFCc0W8Dn"	"2020_q2"	6	"NADA"
"29366"	"dvkf7xEey66f"	"2020_q1"	5	"NUMERO DIRECTO PARA COMUNICAR"
"29367"	"lZ8sjs62Rn7L"	"2018_q1"	6	"SC"
"29368"	"lZ8sjs62Rn7L"	"2020_q2"	6	"MMEJORAR LOS PRECIOS DE LOS PLANES"
"29369"	"gSiOCKg36Jqa"	"2019_q2"	7	"QUE BAJEN UN POCO LOS PRECIOS"
"29370"	"gSiOCKg36Jqa"	"2019_q2"	7	"QUE BAJEN UN POCO LOS PRECIOS"
"29371"	"DQF9SzOdCfAE"	"2019_q1"	6	"-"
"29372"	"DQF9SzOdCfAE"	"2020_q2"	6	"RESPUESTAS MAS RAPIDAS MAS CONSTANCIA"
"29373"	"DQF9SzOdCfAE"	"2018_q2"	4	"LA CALIDAD DE LOS EJECUTIVOS EN ENVIAR PROPUESTAS YA QUE SOMOS BUENOS CLIENTES TAMPOCO HAY UN INTERES POR QUERER RETENER A LA EMPRESA OFRECIENDO MEJORES PRECIOS O SERVICIOS."
"29374"	"amXnzti79Srn"	"2019_q1"	7	"MAS CLARIDAD EN LA INFORMACION DE LA BOLETA."
"29375"	"RPfXbanx95oO"	"2021_q1"	6	"TENER UNA MEJOR COBERTURA EN TODOS LADOS DE  INTERNET ,POR ESE MOTIVO ESTOY EVALUANDO CAMBIARME DE COMPAÑIA"
"29376"	"56KtQL1cSWD7"	"2019_q2"	7	"SC"
"29377"	"56KtQL1cSWD7"	"2020_q1"	5	"NADA"
"29378"	"56KtQL1cSWD7"	"2018_q1"	7	"S/C"
"29379"	"56KtQL1cSWD7"	"2018_q2"	7	"SC"
"29380"	"56KtQL1cSWD7"	"2020_q1"	6	"POR AHORA NADA"
"29381"	"UhZQCrXPtgYz"	"2018_q1"	7	"no"
"29382"	"UhZQCrXPtgYz"	"2019_q1"	7	"SIEMPRE HE SIDO BIEN ATENDIDO YN O TENGO RECOMENDACION"
"29383"	"CrHv0G01OSYL"	"2019_q2"	6	"QUE REVISEN LAS PROMOCIONES PARA LOS CLIENTES ANTIGUOS"
"29384"	"CrHv0G01OSYL"	"2020_q1"	5	"MAS RAIDES EN LA ATENCION SERVCIO MOVIL"
"29385"	"CrHv0G01OSYL"	"2019_q2"	6	"QUE REVISEN LAS PROMOCIONES PARA LOS CLIENTES ANTIGUOS"
"29386"	"CrHv0G01OSYL"	"2020_q1"	5	"MAS RAIDES EN LA ATENCION SERVCIO MOVIL"
"29387"	"ki4R9HZB5zNU"	"2019_q1"	7	"-"
"29388"	"ki4R9HZB5zNU"	"2019_q2"	6	"OFGRECIENDO MAS PROMOCIONES"
"29389"	"ki4R9HZB5zNU"	"2018_q2"	7	"NO RECOMIENDA"
"29390"	"ki4R9HZB5zNU"	"2019_q2"	6	"OFGRECIENDO MAS PROMOCIONES"
"29391"	"0jIGvrmiWvZE"	"2020_q2"	3	"TENER UN CONTACTO DIRECTO CON UN EJECUTIVO O CON UN CANAL DE COMUNICACION QUE NO EXISTE HOY  QUE SOLUCIONEN  LOS PROBLEMAS DE LINEAS O PREGUNTAR HAY QUE IR A LA OFICINA POR  VIA TELEFONICA  Y VIA EJECUTIVO DE VENTA NO EXISTE SOLUCION"
"29392"	"0jIGvrmiWvZE"	"2019_q1"	7	"QUE EFECTIVAMENTE EXISTA EL EJECUTIVO POR QUE SE LE PRESENTAN PERO AL MOMENTO DE REQUERIR DE SUS SERVICIOS  NO ESXISTEN"
"29393"	"0jIGvrmiWvZE"	"2020_q2"	4	"TENER UN CANAL DE COMUNICACION DIRECTO, SIEMPRE TENEMOS QUE IR AL LOCAL PORQUE NO HAY SOLUCION. CUANDO QUEREMOS COMPRAR EQUIPOS, Y TERMINAMOS COMPRAR EN EL RETAIL."
"29394"	"3Ox1q0dNGpFa"	"2018_q1"	6	"SC"
"29395"	"jjWInqRT2HCk"	"2019_q2"	6	"MAS RAPIDEZ EN LA ATENCION"
"29396"	"jjWInqRT2HCk"	"2018_q2"	5	"MAS RAPIDEZDERESPUESTA A SUS REQUERIMIENTOS"
"29397"	"0nA4ZouyPXGa"	"2020_q2"	5	"MEJOR SERVCIO TECNICO"
"29398"	"6GYJiCDO24Z4"	"2018_q1"	6	"S/C"
"29399"	"6GYJiCDO24Z4"	"2019_q2"	7	"NO, NADA."
"29400"	"6GYJiCDO24Z4"	"2020_q2"	7	"LA FACILIDAD DE CONTACTAR A LOS EJECUTIVOS NO SOLAMENTE POR TELEFONO ELLOS ME LLAMAN A MI PERO AL LLAMARLOS NO LOS PUEDO CONTACTAR SOLO POR CORREO"
"29401"	"6GYJiCDO24Z4"	"2019_q1"	7	"nada"
"29402"	"6GYJiCDO24Z4"	"2019_q2"	7	"NO, NADA."
"29403"	"6GYJiCDO24Z4"	"2019_q1"	7	"nada"
"29404"	"UNbQgrAnIHdQ"	"2018_q1"	5	"SC"
"29405"	"UNbQgrAnIHdQ"	"2020_q2"	5	"CUMPLIR CON LAS NECESIDADES DE LAS NEGOCIACIONES QUE SE HACEN"
"29406"	"UNbQgrAnIHdQ"	"2018_q2"	6	"-"
"29407"	"UNbQgrAnIHdQ"	"2019_q2"	5	"MAS COMUNICACION, MANEJAN LAS EMPRESAS MAS GRANDES, CONOCER UN POCO MAS LOS CLIENTES QUE TIENEN."
"29408"	"UNbQgrAnIHdQ"	"2018_q2"	6	"ALOMEJOR MAS FACILIDAD DE PODER RESOLVER POR CORREO O POR LA PAGINA SIN TENER QUE ESTAR LLAMANDO SIN TENER QUE ESTAR CONTACTANDO AL EJECUTIVO"
"29409"	"9g83YrIKY6A0"	"2019_q1"	7	"MEJORAR EL PORTAL WEB"
"29410"	"9g83YrIKY6A0"	"2019_q1"	7	"MEJORAR EL PORTAL WEB"
"29411"	"wXvcquDcJIpq"	"2018_q2"	5	"EL OTRO DIA NECESITABA CONTACTAR EL COLL CENTER TIENE BUENA ATENCION PERO NO TIENE IDEA DE NADA ENTONCES DEBERIAN HACER ALGUN TIPO DE ECEPCION DEBERIA TENER LA MISMA ATENCION QUE TENEMOS COMO EMPRESA"
"29412"	"WwK6k9Nsky0X"	"2019_q2"	4	"MEJORAR LA ATENCION CON MEJORES ENCARGADOS DE ATENDER LAS CUENTAS"
"29413"	"WwK6k9Nsky0X"	"2020_q2"	5	"EVALUAR LOS COSTOS DE LOS EQUIPOS, ACTUALIZAR PERMANENTEMENTE LOS PLANES"
"29414"	"WwK6k9Nsky0X"	"2019_q1"	6	"BAJAR EL VALOR DE LOS EQUIPOS. MAS CONSTANCIA DEL EJECUTIVO EN CUANTO A LA ASISTENCIA PARA LOS CLIENTES"
"29415"	"H1BBMeyUGYHS"	"2019_q1"	6	"NO TIENE PROBLEMAS CON SUS EJECUTIVOS , LO ATIENDEN MUY BIEN"
"29416"	"H1BBMeyUGYHS"	"2018_q2"	5	"QUE EL EJECUTIVO COMERCIAL SEA EJECUTIVO WQUE HAGA LA PEGA"
"29417"	"H1BBMeyUGYHS"	"2018_q1"	5	"sc"
"29418"	"H1BBMeyUGYHS"	"2019_q2"	6	"NO NADA"
"29419"	"H1BBMeyUGYHS"	"2019_q2"	6	"NO NADA"
"29420"	"4ats02TwBvbS"	"2019_q1"	5	"NO HAY COBERTURA EN LA ISLA DE QUINCHAO EN VARIOS SECTORES Y SE DEBERIA MEJORAR"
"29421"	"WLOjouNySIdn"	"2018_q1"	6	"S.C"
"29422"	"WLOjouNySIdn"	"2020_q1"	6	"NADA"
"29423"	"WLOjouNySIdn"	"2020_q2"	4	"QUE ESTEN MAS PREOCUPADOS DE SUS CLIENTES"
"29424"	"WLOjouNySIdn"	"2018_q1"	6	"S.C"
"29425"	"WLOjouNySIdn"	"2020_q1"	7	"NADA"
"29426"	"WLOjouNySIdn"	"2020_q1"	7	"NADA"
"29427"	"WLOjouNySIdn"	"2020_q1"	6	"NADA"
"29428"	"6esc3YZD28o4"	"2020_q2"	6	"QUE ACTUALIZEN LOS PLANES, YA QUE ME ESTAN COBRANDO LO MISMO POR LOS MEGAS Y LOS PODRIAN MEJORAR"
"29429"	"2mW6S6CzJxRd"	"2018_q1"	6	"SC"
"29430"	"PRYluv3Hfon0"	"2018_q2"	7	"la atencion no es mala pero tenemos plan antiguo no nos conviene"
"29431"	"PRYluv3Hfon0"	"2018_q2"	7	"0"
"29432"	"PRYluv3Hfon0"	"2019_q1"	6	"QUE ME LLAMEN O ME MANDE CORREO MAS PREOCUPACION"
"29433"	"lf7eBQImniax"	"2019_q2"	1	"QUE SE PREOCUPEN DE LOS CLIENTES"
"29434"	"lf7eBQImniax"	"2020_q2"	4	"QUE SE PREOCUPARAN DE SUS CLIENTES"
"29435"	"C8sxwPN6vY6i"	"2018_q1"	5	"S.C."
"29436"	"C8sxwPN6vY6i"	"2018_q2"	5	"QUE MEJORA LACOBERTURA Y EL 4G"
"29437"	"C8sxwPN6vY6i"	"2018_q2"	5	"QUE MEJORA LACOBERTURA Y EL 4G"
"29438"	"6wTyRgw9snPD"	"2019_q1"	5	"SC"
"29439"	"6wTyRgw9snPD"	"2018_q2"	5	"NINGUNA"
"29440"	"tLpdzdF8W6jj"	"2019_q1"	6	"MAYOR EFECTIVIDAD EN EL AREA FIJA YA QUE SEGUIMOS CON PROBLEMAS"
"29441"	"tLpdzdF8W6jj"	"2020_q1"	7	"TENER MAYOR INFORMACION SOBRE NUEVOS PRODUCTOS TARIFAS TECNOLOGIA"
"29442"	"tLpdzdF8W6jj"	"2019_q1"	6	"MAYOR EFECTIVIDAD EN EL AREA FIJA YA QUE SEGUIMOS CON PROBLEMAS"
"29443"	"okg9dicjAzu8"	"2019_q2"	7	"NINGUNA SUGERENCIA ,SOLO QUE ESTA CONFORME CON PLAN Y SEÑAL."
"29444"	"tc8VvqoDNl3F"	"2020_q2"	7	"MEJORAR LA CAPACIDAD DE RESPUESTAS EN CASO DE RECLAMOS."
"29445"	"tc8VvqoDNl3F"	"2018_q2"	6	"S C"
"29446"	"tc8VvqoDNl3F"	"2021_q1"	5	"QUE MANTENGAN INFORMADO QUIEN ES EL EJECUTIVO POR LO MENOS"
"29447"	"yUrooqCjhD96"	"2020_q1"	6	"CUANDO ME TOCO LLAMAR ESTABAN MEDIOS COLAPSADOS YA QUE SE DEMORARON EN ATENDER Y PERO DESPUES LOGRE CONTACTRAME Y AHI SUPE QUE ESTEBAN CON MUCHOS REQUERMIENTOS DEBIDO A LA SITUACION PAIS"
"29448"	"T2rjNwBE4faz"	"2019_q2"	6	"NOS CAMBIARON AL EJECUTIVO DE UN DIA PARA OTRO Y MI SOLICITUD QUEDO EN EL AIRE Y NO SE TRASPASO LA INFORMACION ENTRE ELLOS"
"29449"	"T2rjNwBE4faz"	"2018_q1"	7	"QUE NO NOS CAMBIEN ALOS EJECUTIVOS  POR QUE ESO SIGNIFICA EMPEZARDE O Y ESO NO ES BUENO"
"29450"	"T2rjNwBE4faz"	"2019_q2"	6	"NOS CAMBIARON AL EJECUTIVO DE UN DIA PARA OTRO Y MI SOLICITUD QUEDO EN EL AIRE Y NO SE TRASPASO LA INFORMACION ENTRE ELLOS"
"29451"	"T2rjNwBE4faz"	"2019_q1"	6	"POR QUE SIEMPRE ESTA ATENTO A LAS NECESIDADES  Y DA SOLUCIONES  RAPIDAS  A LOS PROBLEMAS"
