encriptado	FECHA_NEGOCIO	SISTEMA	TIPONEGOCIO	GRUPO_NEGOCIO	GRUPO_AFINIDAD	EMPRESA_EJECUTIVO	MODELO_EJECUTIVO	DESC_TIPOCLIENTE	DESC_GRUPOCLIENTE	CODI_PLAN	DESC_PLAN	TIPO_PLAN	TIPO_PLAN_MM	CODI_SUCURSAL	NOMB_SUCURSAL	TIPO_SUCURSAL	ZONA	CIUDAD	CONVERGENCIA	Cargo_Fijo	GRUPO3	GRUPO4	DESCRIPCION_CARGO_SIMPLE	MOVIMIENTO	DIA	MES	ANO	DIA_VENTA	MES_VENTA	ANO_VENTA	CANAL_REASIGNADO	FUNCION_EJECUTIVO	COMPANIA_ORIGEN_PORT_IN	CARGO_FIJO2	ID_DIA
QYCOVbdpbMcs	24/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	OTROS	OTROS	PERS GIRO COM PYME C	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	OTROS	OTROS	UPSELLING	22680.67227	MOVIL	PLAN IM	Fusion movil	Anulaciones	24	JUNIO	2020	24	JUNIO	2020	Fusion movil	NA	NA	16798.3193	24/06/2020
KdNuvd6MUnR5	03/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO B	PEQUENAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	20	ABRIL	2020	3	MARZO	2020	OUTBOUND	Ejecutivo	NA	8394.958	20/04/2020
KdNuvd6MUnR5	03/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO B	PEQUENAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	20	ABRIL	2020	3	MARZO	2020	OUTBOUND	Ejecutivo	NA	8394.958	20/04/2020
KdNuvd6MUnR5	03/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO B	PEQUENAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	20	ABRIL	2020	3	MARZO	2020	OUTBOUND	Ejecutivo	NA	8394.958	20/04/2020
2Mo5pU6yh7cH	13/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	AGIL PERS C/GIRO	MICRO Y SOHO	EPD54	2201 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	Lima	Lima	UPSELLING	17638.6555	MOVIL	PLAN IM	Fusion Movil	Anulaciones	2	noviembre	2020	13	OCTUBRE	2020	Fusion Movil	Ejecutivo	NA	13436.9748	02/11/2020
B44x2UGOzA9m	11/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.294118	MOVIL	PLAN IM	Web Digital	Anulaciones	18	JUNIO	2020	11	JUNIO	2020	Web Digital	Ejecutivo	NA	8394.958	18/06/2020
B44x2UGOzA9m	11/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.294118	MOVIL	PLAN IM	Web Digital	Anulaciones	18	JUNIO	2020	11	JUNIO	2020	Web Digital	Ejecutivo	NA	8394.958	18/06/2020
72oMEN8aJHYf	08/05/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	FULLTECH	Captura	PORT PER C/GIR MOVIL	MICRO Y SOHO	PPB48	1928 Social SIMple 14990	SIM Persona	CC	4546	FULLTECH TALAGANTE	TIENDA EXPRESS	Santiago	Talagante	UPSELLING	12596.63866	MOVIL	PLAN IM	Franquicia	Anulaciones	11	MAYO	2020	8	MAYO	2020	Franquicia	Ejecutivo Personas	NA	12596.63866	11/05/2020
fBxyCH2jRX6n	31/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	PERS GIRO COM PYME C	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	UPSELLING	13436.97479	MOVIL	PLAN IM	Web Digital	Anulaciones	10	FEBRERO	2020	31	ENERO	2020	Web Digital	Ejecutivo	NA	10075.63025	10/02/2020
tWqlwilimEQM	20/12/2019	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	PREGO VENTAS REMOTAS	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	14	ENERO	2020	20	DICIEMBRE	2019	OUTBOUND	NA	NA	8394.957983	14/01/2020
tWqlwilimEQM	25/02/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	OUTBOUND	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	9	MARZO	2020	25	FEBRERO	2020	OUTBOUND	NA	NA	8394.958	09/03/2020
tWqlwilimEQM	20/12/2019	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	PREGO VENTAS REMOTAS	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	14	ENERO	2020	20	DICIEMBRE	2019	OUTBOUND	NA	NA	8394.957983	14/01/2020
tWqlwilimEQM	25/02/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	OUTBOUND	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	9	MARZO	2020	25	FEBRERO	2020	OUTBOUND	NA	NA	8394.958	09/03/2020
tWqlwilimEQM	16/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	PREGO VENTAS REMOTAS	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	21	ENERO	2020	16	ENERO	2020	OUTBOUND	NA	NA	8394.957983	21/01/2020
tWqlwilimEQM	25/02/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	OUTBOUND	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	9	MARZO	2020	25	FEBRERO	2020	OUTBOUND	NA	NA	8394.958	09/03/2020
tWqlwilimEQM	16/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	PREGO VENTAS REMOTAS	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	21	ENERO	2020	16	ENERO	2020	OUTBOUND	NA	NA	8394.957983	21/01/2020
tWqlwilimEQM	20/12/2019	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	PREGO VENTAS REMOTAS	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	14	ENERO	2020	20	DICIEMBRE	2019	OUTBOUND	NA	NA	8394.957983	14/01/2020
tWqlwilimEQM	16/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	PREGO VENTAS REMOTAS	CALL CENTER OUTBOUND	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	21	ENERO	2020	16	ENERO	2020	OUTBOUND	NA	NA	8394.957983	21/01/2020
SUi76wn4cvtd	06/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	Web Digital	Anulaciones	10	agosto	2020	6	JULIO	2020	Web Digital	Ejecutivo	NA	10915.9664	10/08/2020
SUi76wn4cvtd	06/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL EMPRESA	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	Web Digital	Anulaciones	10	agosto	2020	6	JULIO	2020	Web Digital	Ejecutivo	NA	10915.9664	10/08/2020
lnUs64bFKPMK	21/08/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	E TEL	Captura	PERS GIRO COM PYME C	MICRO Y SOHO	PPC64	2073 Control SIMple 21990	SIM Persona	CC	4643	E TEL MOLINA	TIENDA EXPRESS	Centro	Molina	UPSELLING	18478.9916	MOVIL	PLAN IM	Franquicia	Anulaciones	28	agosto	2020	21	AGOSTO	2020	Franquicia	Ejecutivo Personas	NA	18478.9916	28/08/2020
MFwGo2GHzzf4	07/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	PERS GIRO COM PYME C	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	Lima	Lima	UPSELLING	13436.9748	MOVIL	PLAN IM	Fusion movil	Anulaciones	20	julio	2020	7	JULIO	2020	Fusion movil	Ejecutivo	NA	10915.9664	20/07/2020
X3BWA1H95Sfc	16/12/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	28	diciembre	2020	16	DICIEMBRE	2020	Web Digital	Ejecutivo Virtual	NA	8394.958	28/12/2020
BlrA3BOVDoCO	02/12/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	QUINTEL	Captura	PORT PER C/GIR MOVIL	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	4160	QUINTEL LA SERENA	TIENDA EXPRESS	Centro	La Serena	UPSELLING	13436.9748	MOVIL	PLAN IM	Franquicia	Anulaciones	2	diciembre	2020	2	DICIEMBRE	2020	Franquicia	Bz	NA	10075.6303	02/12/2020
jwyfgqDhslsw	09/11/2020	WPE	MIGRACION PREPAGO-SUSCRITO	MIGRACION	NA	Roma SPA	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	Agentes Captura	Anulaciones	28	diciembre	2020	9	NOVIEMBRE	2020	Agentes Captura	Backoffice	NA	9235.2941	28/12/2020
jwyfgqDhslsw	13/11/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	Roma SPA	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3714	ROMA	AGENTES CAPTURA BP	Santiago	Santiago	NUEVO	22680.6723	MOVIL	PLAN IM	Agentes Captura	Anulaciones	28	diciembre	2020	13	NOVIEMBRE	2020	Agentes Captura	Ejecutivo	NA	15957.9832	28/12/2020
jwyfgqDhslsw	13/11/2020	WCI	SUSCRIPCIÓN OFF PORTABILIDAD	SUSCRIPCION	NA	Roma SPA	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	3714	ROMA	AGENTES CAPTURA BP	Santiago	Santiago	NUEVO	22680.6723	MOVIL	PLAN IM	Agentes Captura	Anulaciones	28	diciembre	2020	13	NOVIEMBRE	2020	Agentes Captura	Ejecutivo	NA	15957.9832	28/12/2020
jwyfgqDhslsw	09/11/2020	WPE	MIGRACION PREPAGO-SUSCRITO	MIGRACION	NA	Roma SPA	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	3782	AGENTES CAPTURA DELIVERY	AGENTES CAPTURA DELIVERY	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	Agentes Captura	Anulaciones	28	diciembre	2020	9	NOVIEMBRE	2020	Agentes Captura	Backoffice	NA	9235.2941	28/12/2020
eX9LvpS9CrBG	03/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	1	ABRIL	2020	3	MARZO	2020	OUTBOUND	Ejecutivo	NA	8394.958	01/04/2020
eX9LvpS9CrBG	03/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	BAJO RIESGO CAV	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	OUTBOUND	Anulaciones	1	ABRIL	2020	3	MARZO	2020	OUTBOUND	Ejecutivo	NA	8394.958	01/04/2020
55tJFyUC0R6i	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	PERS GIRO COM PYME C	MICRO Y SOHO	EPD91	2252 Bam Emp. Extra	OTROS	FU	1543	ASISTENTE VIRTUAL	CALL CENTER	Lima	Lima	UPSELLING	30168.06723	BAM	BAM	Fusion movil	Anulaciones	29	MAYO	2020	22	MAYO	2020	Fusion movil	AGENTE	NA	27647.0588	29/05/2020
2txuVKF3agAa	17/02/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	PERS GIRO COM PYME C	MICRO Y SOHO	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	FONO COMPRAS	Santiago	Santiago	UPSELLING	30168.06723	BAM	BAM	Web Asistido	Anulaciones	15	ABRIL	2020	17	FEBRERO	2020	Web Asistido	Ejecutivo	NA	27647.0588	15/04/2020
4grpJW9RjcHY	06/02/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	SOCIEDAD COMERCIA	Captura	BAJO RIESGO B	MEDIANAS	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	4577	ARRETX CONCEPCIÓN OHIGGINS	TIENDA EXPRESS	Sur	Concepcion	UPSELLING	13436.97479	MOVIL	PLAN IM	Franquicia	Anulaciones	10	FEBRERO	2020	6	FEBRERO	2020	Franquicia	Bz	NA	9235.2941	10/02/2020
yRuUinJp6W3W	23/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	1	julio	2020	23	JUNIO	2020	Web Digital	Ejecutivo	NA	9235.2941	01/07/2020
JroEZT4NsCLA	29/07/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	EXPRESS LTDA	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	4169	EXPRESS LTDA CHILLAN	TIENDA EXPRESS	Sur	Chillan	NUEVO	9235.2941	MOVIL	PLAN IM	Franquicia	Anulaciones	29	julio	2020	29	JULIO	2020	Franquicia	Bz	NA	8394.958	29/07/2020
KlLFZvqAUObl	02/12/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	PORT PER C/GIR MOVIL	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	17	diciembre	2020	2	DICIEMBRE	2020	Web Digital	Ejecutivo Virtual	NA	8394.958	17/12/2020
KlLFZvqAUObl	02/12/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	PORT PER C/GIR MOVIL	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	14	diciembre	2020	2	DICIEMBRE	2020	Web Digital	Ejecutivo Virtual	NA	8394.958	14/12/2020
nZeCI0eCS07l	16/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	RUT -50MM .C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	UPSELLING	13436.97479	MOVIL	PLAN IM	Web Asistido	Anulaciones	21	ENERO	2020	16	ENERO	2020	Web Asistido	NA	NA	10075.63025	21/01/2020
nZeCI0eCS07l	16/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	RUT -50MM .C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	UPSELLING	13436.97479	MOVIL	PLAN IM	Web Asistido	Anulaciones	21	ENERO	2020	16	ENERO	2020	Web Asistido	NA	NA	10075.63025	21/01/2020
nZeCI0eCS07l	24/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	RUT -50MM .C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	UPSELLING	13436.97479	MOVIL	PLAN IM	Web Asistido	Anulaciones	19	FEBRERO	2020	24	ENERO	2020	Web Asistido	Ejecutivo	NA	10075.63025	19/02/2020
nZeCI0eCS07l	24/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	CGS	Captura	RUT -50MM .C/CTA.CTE	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	FCE VENTAS CLIENTES WEB	FONO COMPRAS	Santiago	Santiago	UPSELLING	13436.97479	MOVIL	PLAN IM	Web Asistido	Anulaciones	19	FEBRERO	2020	24	ENERO	2020	Web Asistido	Ejecutivo	NA	10075.63025	19/02/2020
6BHXSkf1Ygb8	28/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	SOC.DE PROF PYME C	MICRO Y SOHO	EPB85	1898 M2M Manager	Manager	N/A	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	0	DATOS	M2M	Gestor Clientes Empresas	Anulaciones	3	JUNIO	2020	28	MAYO	2020	Gestor Clientes Empresas	Ejecutivo	NA	0	03/06/2020
6BHXSkf1Ygb8	16/09/2015	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	OTROS	OTROS	BAJO RIESGO B	MEDIANAS	EPM2M	1651 M2M 10 MB Emp.	Legacy	N/A	NA	OTROS	OTROS	OTROS	OTROS	NUEVO	3017	DATOS	M2M	OTROS	Anulaciones	18	noviembre	2020	16	SEPTIEMBRE	2015	OTROS	NA	NA	3017	18/11/2020
6Dn4DCOVaMQh	19/08/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	25	agosto	2020	19	AGOSTO	2020	Web Digital	Ejecutivo	NA	9235.2941	25/08/2020
EnmyAg9upycJ	20/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	27	julio	2020	20	JULIO	2020	Web Digital	Ejecutivo	NA	8394.958	27/07/2020
EnmyAg9upycJ	20/07/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	27	julio	2020	20	JULIO	2020	Web Digital	Ejecutivo	NA	8394.958	27/07/2020
IVnTOZpYSMu7	08/01/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Atención	PERS GIRO COM PYME C	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	1543	ASISTENTE VIRTUAL	CALL CENTER	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Fusion movil	Anulaciones	28	ENERO	2020	8	ENERO	2020	Fusion movil	NA	NA	8394.957983	28/01/2020
4jukOafrPm7w	03/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	13436.97479	MOVIL	PLAN IM	Web Digital	Anulaciones	6	MARZO	2020	3	MARZO	2020	Web Digital	NA	NA	13436.9748	06/03/2020
QR1vDEHsVzNe	30/01/2020	WCI	SUSCRIPCIONES OFF	SUSCRIPCION	NA	E TEL	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD89	2250 Bam Emp. Extra	OTROS	FU	3892	ETEL SAN FERNANDO 1	TIENDA EXPRESS	Centro	San Fernando	NUEVO	14201.68067	BAM	BAM	Franquicia	Anulaciones	4	FEBRERO	2020	30	ENERO	2020	Franquicia	Ejecutivo Personas	NA	13361.3445	04/02/2020
Jx7XRrGTWWxX	15/12/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD90	2251 Internet Movil E. Extra	OTROS	FU	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	NUEVO	21764.7059	BAM	BAM	Web Digital	Anulaciones	28	diciembre	2020	15	DICIEMBRE	2020	Web Digital	Ejecutivo Virtual	NA	21764.7059	28/12/2020
CEj9pwDzCso8	15/09/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	PERS GIRO COM PYME C	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	13436.9748	MOVIL	PLAN IM	Web Digital	Anulaciones	24	septiembre	2020	15	SEPTIEMBRE	2020	Web Digital	Ejecutivo	NA	10075.6303	24/09/2020
s7ub1tEMpio7	13/10/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel	Captura	AGIL PERS C/GIRO	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	395	TORRE ENTEL	TIENDAS PROPIAS	Santiago	Santiago	NUEVO	13436.9748	MOVIL	PLAN IM	Tiendas Propias	Anulaciones	14	octubre	2020	13	OCTUBRE	2020	Tiendas Propias	BZ	NA	10075.6303	14/10/2020
GMotYCdn3Qng	15/09/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	RUT -50MM .C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	21	septiembre	2020	15	SEPTIEMBRE	2020	Web Digital	Ejecutivo	NA	8394.958	21/09/2020
GMotYCdn3Qng	15/09/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Web Digital	Captura	RUT -50MM .C/CTA.CTE	MICRO Y SOHO	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	624	WEB DIGITAL	WEB EMPRESAS	Santiago	Santiago	UPSELLING	9235.2941	MOVIL	PLAN IM	Web Digital	Anulaciones	21	septiembre	2020	15	SEPTIEMBRE	2020	Web Digital	Ejecutivo	NA	8394.958	21/09/2020
hTtyYL3D4Uwb	20/10/2020	WCI	SUSCRIPCIÓN OFF PORTABILIDAD	SUSCRIPCION	NA	SOCIEDAD COMERCIA	Captura	PERS GIRO COM PYME C	MICRO Y SOHO	EPD53	2200 Emp. Extra SIM	SIM Emp	CAP	4613	ARRETX TEMUCO ALEMANIA	TIENDA EXPRESS	Sur	Temuco	NUEVO	13436.9748	MOVIL	PLAN IM	Franquicia	Anulaciones	22	diciembre	2020	20	OCTUBRE	2020	Franquicia	Bz	NA	10075.6303	22/12/2020
