encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	Rubro	Ciudad_comuna	sex_enc	Regionx	SEG_GOL
fqOaFHjNlVbm	5	Mal servicio / calidad servicio,Mal servicio internet / señal	MEDIANA	TRASPORTE	LA CALERA	Mujer	REGIONES	MP
kZ4cXDypNedZ	4	Mala señal,Mala atención	MEDIANA	CONSTRUCCION	LOS ANGELES	Hombre	REGIONES	Mas
gjhyYoydz7oW	6	Buen servicio / calidad servicio	PEQUEÑA	COMERCIALIZADORA	LA CISTERNA	Hombre	SANTIAGO	Mas
XK8B8ZIv2G0L	6	Mala señal	PEQUEÑA	AGRÍCOLA	CURICÓ	Hombre	REGIONES	MP
w9uoulBh9ygz	6	Mala señal,Mal servicio internet / señal	PEQUEÑA	DISEÑO Y MANTENCIÓN DE AREAS VERDES.	LO MIRANDA. DOÑIHUE.	Mujer	REGIONES	Mas
Ha29KuvgS6Av	5	Mal servicio internet / señal,Mal servicio postventa	MEDIANA	SERVICIOS FORESTALES	LOS ANGELES	Hombre	SANTIAGO	MasPrem
yq3oSHSxehlU	7	Buen servicio / calidad servicio	MEDIANA	COMERCIO	VIÑA DEL MAR	Hombre	REGIONES	MasPrem
O64oYm8B3Hip	5	Mal servicio postventa	MEDIANA	IMPORTADORA	SANTIAGO	Hombre	SANTIAGO	Mas
xRsaM0ldIrAt	6	Mala señal,Mala cobertura	PEQUEÑA	ELECTRICIDAD	SANTIAGO	Hombre	SANTIAGO	Mas
JiuYTUMhzp2I	7	Buen servicio / calidad servicio	PEQUEÑA	TELECOMUNICACIONES	MOLINA	Hombre	SANTIAGO	Mas
icIMprW1RDtX	3	Mala cobertura,Mala señal	MEDIANA	TRANSPORTE DE CARGA	CONCEPCIÓN	Hombre	REGIONES	MV
caijclDkRU1X	7	Buena atencion,Buena cobertura	PEQUEÑA	construccion	concepcion	Hombre	REGIONES	Mas
JUhZEFJOCThv	6	Mala señal	MEDIANA	AGENTE DE CARGA	PUDAHUEL	Hombre	SANTIAGO	MV
UEJnasBHTiWi	5	Mala señal	PEQUEÑA	MANUFACTURA	CONCEPCION	Hombre	REGIONES	Mas
QfzdSd4ZfHir	6	Cobros poco claros	PEQUEÑA	TRANSPORTES	SAN ANTONIO	Hombre	SANTIAGO	Mas
UoQ1TkNB3B0d	1	Mala señal,Mala cobertura,Mal servicio internet / señal	PEQUEÑA	NO DESEA	TALTAL SEGUNDA REGION	Hombre	REGIONES	Mas
prBCZM5EVSTP	3	Mala atención,No solucionan problemas	PEQUEÑA	PROTECCION CONTRA INCENDIOS	ISLA DE MAIPO	Mujer	SANTIAGO	Mas
GXn9y1O7M34e	6	Buen servicio / calidad servicio	MEDIANA	DISTRIBUIDORA DE ARTICULOS DE ASEO	QUINTA NORMAL	Hombre	SANTIAGO	Mas
piAXFmKkwNTH	6	Siempre se puede mejorar	PEQUEÑA	INGENIERIA ELECTRICA	en la serena y concepcion	Hombre	REGIONES	Mas
cdffJLDYLAOH	7	Buena atencion	PEQUEÑA	TRANSPORTE.	PROVIDENCIA.	Mujer	SANTIAGO	Mas
KoENBW730Fbx	6	Siempre se puede mejorar	PEQUEÑA	TRANSPORTE.	PUREN.	Hombre	REGIONES	Mas
znBI9cYevX2r	6	Buena cobertura,Buena señal	MICRO	SERVICIOS CONTABLES	EL BOSQUE	Hombre	SANTIAGO	Mas
ba9N3DBcTmjW	5	Mal servicio / calidad servicio	MEDIANA	AGRICOLA	SANTIAGO	Hombre	SANTIAGO	MP
MB0P9K1hpWIJ	7	Buen servicio telefonico,Solucionan requerimientos	MICRO	ASESORIA.	LO BARNECHEA.	Mujer	SANTIAGO	Mas
4WrkTX44PZEc	3	Mala atencion con ejecutivos	MEDIANA	FABRICAMOS ESTRUCTURAS METALICAS.	LA PINTANA.	Hombre	SANTIAGO	MP
3xqdsqi0iL8o	6	Mala señal	MICRO	CRIANZA DE SALMON	PUERTO MONTT	Mujer	REGIONES	Mas
KnOsQFkmY1HQ	5	Problema facturación	PEQUEÑA	DESARROLLO Y COMERCIALIZACION DE SOFTWARE.	SANTIAGO CENTRO.	Hombre	SANTIAGO	MV
nELowIqRz5Y4	6	Buena cobertura	PEQUEÑA	DISTRIBUCION Y COMERCIAIZACION DE GASES INDUSTRIALES	CONCEPCION	Hombre	REGIONES	Mas
2KTN7mnDauWX	6	Buen servicio / calidad servicio,Siempre se puede mejorar	MEDIANA	MAESTRANZA DE LA CONSTRUCCION	SANTIAGO	Hombre	SANTIAGO	MV
If2euV1eAS07	6	Buen servicio / calidad servicio	GGEE	CONSTRUCCIONES DEE EDIFICIOS	CONCEPCION	Hombre	REGIONES	MasPrem
cAAUqaaOFHy8	6	Caro	MEDIANA	PUBLICIDAD	PROVIDENCIA	Hombre	SANTIAGO	Mas
BWRXDbzpEoOL	5	Mal servicio internet / señal	MICRO	AGRICOLA	RIO CLARO	Hombre	REGIONES	Mas
EFoXjWVjTO9X	6	Mal servicio / calidad servicio	PEQUEÑA	OPTICAS	SANTIAGO	Mujer	SANTIAGO	MP
eAyeCJNZ3bDu	6	Buen servicio / calidad servicio,No ha tenido problemas	PEQUEÑA	MANTENCION.	LA REINA.	Hombre	SANTIAGO	Mas
uk4wLVvf4Tw8	7	Cumplen lo ofrecido	GGEE	construccion	independencia	Hombre	SANTIAGO	AV
5tbxyqZd1ORx	6	Mala cobertura,Mala señal	GGEE	COMBUSTIBLES.	COLINA.	Mujer	SANTIAGO	MP
2ReNxIcwS2mp	6	Mal servicio internet / señal	MEDIANA	INGENIERIA Y MONTAJE ELECCTRICO	PUDAHUEL	Hombre	SANTIAGO	Mas
csWmjETBA1Ev	4	Mala cobertura	PEQUEÑA	Optico	Providencia	Hombre	SANTIAGO	Mas
cx1vTLZNm1pz	5	Mala atención	PEQUEÑA	telecomunicaciones	bio-bio	Hombre	REGIONES	Mas
y6O3TdjCrwOW	6	Mala cobertura	MEDIANA	IMPORTACION DE FRUTAS AL POR MAYOR	SANTIAGO CENTRO	Hombre	SANTIAGO	Mas
KGLCICf6JOnf	7	No ha tenido problemas,Buenos precios / precios adecuados,Solucionan requerimientos	MEDIANA	VENTA DE CONFITES AL POR MAYOR.	JORGE JACONAN	Hombre	SANTIAGO	Mas
pBRPAM29T65t	5	Mal servicio / calidad servicio	MICRO	FUENTE DE SODA	LO ESPEJO	Mujer	SANTIAGO	Mas
HPb4BcbZS4IG	6	Mala atencion con ejecutivos	MEDIANA	VENTAS DE FRUTAS Y VERDURAS	ANTOFAGASTA	Hombre	REGIONES	Mas
P3qpAJ0ZFJPC	5	Siempre se puede mejorar	MEDIANA	VENTAS DE PRODUCTOS	LOS ANGELES	Mujer	REGIONES	MP
QxzaqrmXnZfc	7	Buena señal,Buena atencion,Buenos precios / precios adecuados	MICRO	INFORMATICA	SANTIAGO CENTRO	Hombre	SANTIAGO	Mas
EfTWZiukXmQ7	7	Buena cobertura,Buen servicio / calidad servicio,Buena señal	MICRO	ARRIENDO DE MAQUINARIA	VITACURA	Hombre	SANTIAGO	Mas
DL6x8dgVNdvz	4	Buena señal,Mala atención	MICRO	MINIMARKET	PUERTO NATALES	Hombre	REGIONES	Mas
tqTrf38WXjnG	5	No solucionan problemas	GGEE	ALIMENTOS	SANTIAGO - CERRILLOS	Hombre	SANTIAGO	AP
qBGlgaD9064b	5	Caro,Mala atención	PEQUEÑA	TRANSPORTE	CABRERO	Hombre	REGIONES	Mas
crKYszt73V0W	5	Mala señal	PEQUEÑA	CONSULTORIA	LAS CONDES	Hombre	SANTIAGO	Mas
azKVsIM3B8vF	7	No ha tenido problemas,Buena señal	PEQUEÑA	ASESORIA Y CONSULTORIAS EMPRESARIAL	SANTIAGO	Hombre	SANTIAGO	Mas
mEjEt8J0GKsT	5	Mala atención	PEQUEÑA	RECURSOS HUMANOS	CONCEPCION	Mujer	REGIONES	Mas
RZ9QOrv1hWek	5	Mala señal,Mal servicio internet / señal,Malas señal telefónica	MICRO	DISEÑO TRANSPORTE Y EVENTOS	PUENTE ALTO	Hombre	SANTIAGO	Mas
RTo0G2bCr4as	7	Buena señal	MICRO	CONSTRUCCION	MAIPU	Hombre	SANTIAGO	Mas
OS5bH6JfH4j2	7	No ha tenido problemas,Rápida solución de problemas	PEQUEÑA	CONSTRUCION OBRAS MENORES Y VENTAS DE INSUMOS ACUICOLAS	PUERTO AYSEN	Mujer	REGIONES	Mas
VgYtzLR46UKA	4	Mal servicio postventa	PEQUEÑA	CONSTRUCCION, SERVICIO DE INGENIERIA Y CONTRUCCION	CHILLAN Y SAN IGNACIO	Mujer	REGIONES	MP
Z8uSG5nnR63T	6	Buen servicio / calidad servicio	MICRO	SERVICIOS ESPECIALIZADOS	PUERTO MONTT	Hombre	REGIONES	Mas
dEJjkThNJfyW	6	Lentas respuestas a solución de problemas	GGEE	mineria	rancagua	Hombre	SANTIAGO	AP
Wk2Xn0dV7AhA	5	Problemas con equipos / calidad /reposición /cambio	GGEE	CONSTRUCCION	VITACURA	Mujer	SANTIAGO	AV
NzO90In4FIn9	7	Buen servicio / calidad servicio	GGEE	LOGISTICA	SANTIAGO	Hombre	SANTIAGO	AV
EYXjnUWLY1gI	6	Lentas respuestas a solución de problemas	PEQUEÑA	ASESORIA DE LA MINERIA	ANTOFAGASTA	Mujer	REGIONES	Mas
RY2Ax2l5Kmpu	6	Buen servicio / calidad servicio,Rápidas respuestas	PEQUEÑA	CONSILTORIA	VITACURA SANTIAGO	Hombre	SANTIAGO	Mas
EDiMcMbl3Kr1	7	Buen servicio / calidad servicio,Buena atencion	PEQUEÑA	INGENIERIA	LAS CONDES	Hombre	SANTIAGO	Mas
qDhflBZEwmB9	6	Buen servicio / calidad servicio	GGEE	TRANSPORTE	COLINA	Mujer	SANTIAGO	AV
KUQ812l7ZsX2	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	MICRO	DISEÑO	SANTIAGO NUÑOA	Hombre	SANTIAGO	Mas
rokqtLv6u20C	7	No ha tenido problemas	PEQUEÑA	SALUD	VITACURA	Hombre	SANTIAGO	Mas
SdSVPyz0TUoi	6	No ha tenido problemas	MEDIANA	SERVICIOS ELECTRICOS INTEGRALES	TALCA	Hombre	REGIONES	AP
kOdKLpDebynG	6	Mala cobertura	MICRO	AUTOMOTRIZ	CUARTA REGION (COQUIMBO)	Mujer	REGIONES	Mas
GmFCWbCU4Ao7	7	Buena atencion	MICRO	TRANSPORTE	RANCAGUA	Mujer	REGIONES	Mas
Cw0M2If05oaw	6	Buen servicio / calidad servicio	PEQUEÑA	CONSTRUCCIÓN	LAS CONDES	Hombre	SANTIAGO	Mas
YeMFpDo7qbtW	6	Buena señal	MICRO	ELECTRICIDAD Y CONSTRUCCIÓN	SANTIAGO	Mujer	SANTIAGO	Mas
ee4bTNj2HNSG	6	Buena atencion	MEDIANA	TRASNPORTES.	CURICO.	Hombre	REGIONES	MasPrem
ZzJZiClcWewd	6	Demora atención telefónica	PEQUEÑA	ASESORIA FINANCIERA	SANTIAGO	Mujer	SANTIAGO	Mas
FlnaYrjqT1kl	4	Falta atención personalizada	MICRO	servicios de aseo	concepcion	Hombre	REGIONES	Mas
vCwmuAQvtd1W	6	Buena señal,Mal servicio internet / señal	GGEE	INMOBILIARIA	SANTIAGO Y HUECHURABA	Hombre	SANTIAGO	Mas
QVLJKML5Dpm4	7	Rápida solución de problemas	MEDIANA	TRATAMIENTO DE AGUAS	SANTIAGO	Mujer	SANTIAGO	MV
DghQuyHf7lKb	5	Problemas con equipos / calidad /reposición /cambio,Mala atención,Mal servicio / calidad servicio	MICRO	ARTICULOS DE LIMPIEZA DE HOGAR, AUTOMOTRIZ INDUSTRIAS	QUILICURA	Mujer	SANTIAGO	Mas
3nDqbsjKROEZ	6	Mala atención	MEDIANA	INVENCIONES, REPARACIONES	SANTIAGO CENTRO	Hombre	SANTIAGO	Mas
hqupc8Hx1wiP	4	Mal servicio postventa,Falta atención personalizada	MICRO	SERVICIOS PROFESIONALES AGRÍCOLA	VIÑA DEL MAR	Mujer	REGIONES	Mas
rxnLw2ChXE9f	6	Caro	MEDIANA	SERVICIOS	SAN FERNANDO	Mujer	REGIONES	MV
N3RWEECb42TQ	7	Buen servicio / calidad servicio,Buena señal,Cobros claros	MEDIANA	CONSTRUCCIÓN	CHILLAN	Hombre	REGIONES	Mas
FXJrqKEoi38P	6	Mal servicio / calidad servicio	MEDIANA	Servicio	Antofagasta	Hombre	REGIONES	MP
VINLAV6sPTlF	7	Buena señal,Buenos precios / precios adecuados,No ha tenido problemas	PEQUEÑA	ELABORACIÓN DE PRODUCTOS PLÁSTICOS	SAN MIGUEL	Hombre	SANTIAGO	Mas
fFUWtVvNyzTv	5	Mal servicio / calidad servicio	PEQUEÑA	PERFORACION	OSORNO	Mujer	REGIONES	Mas
TN9Dt6QZ95WK	6	No ha tenido problemas,Buen servicio / calidad servicio	PEQUEÑA	PUBLICIDAD	SAN MIGUEL	Hombre	SANTIAGO	Mas
8QDUm4HSDlNJ	5	Cobros poco claros,Problema facturación	PEQUEÑA	FERRETERIA INDUSTRIAL	RANCAGUA	Mujer	REGIONES	Mas
XbOYAgw2kyiE	7	Rápida solución de problemas,Buen servicio internet,Buena señal,Rápida solución de problemas,No ha tenido problemas	MEDIANA	ARRIENDO MAQUINARIAS	CONCEPCIÓN	Mujer	REGIONES	MP
4wAfCmMKaxNQ	7	Buen servicio / calidad servicio	PEQUEÑA	CONSTRUCCION	SANTIAGO	Mujer	SANTIAGO	Mas
T3bBxkEemt7m	5	Problemas con equipos / calidad /reposición /cambio,Mala atención	MICRO	CRIANZA DE GANADO	COLLAHIQUE	Mujer	REGIONES	Mas
XiNXCIi0ZpMo	7	No ha tenido problemas	PEQUEÑA	MUEBLES	LA PINTANA	Hombre	SANTIAGO	Mas
5D2Um8fzeZHV	7	Facturación,Buena señal	MEDIANA	IMPORTACION DE LUMINACION.	NUÑOA	Mujer	SANTIAGO	Mas
ccHEboF17wOD	6	Buen servicio / calidad servicio	MICRO	TELECOMUNICACIONES	PROVIDENCIA SANTIAGO	Mujer	SANTIAGO	Mas
5kJt79GGKBcU	6	Mal servicio / calidad servicio	MICRO	mecanico autoimotriz	la granja santiago	Mujer	SANTIAGO	Mas
PODkk3iZqKJV	5	Mala señal,Lentitud de plataforma	PEQUEÑA	FERRETERIA	CURICO	Mujer	REGIONES	Mas
8K8GNDgeNP10	7	Buena cobertura	MEDIANA	METAL MECANICA	LAMPA, SANTIAGO	Hombre	SANTIAGO	Mas
BnT57gKTRBHx	7	Buena cobertura	PEQUEÑA	REVESTIMIENTO EN CAUCHO	SANTIAGO MAIPU	Hombre	SANTIAGO	Mas
BBTHOG8KNhyo	7	No ha tenido problemas,Buen servicio / calidad servicio	MEDIANA	IMPRENTA	RECOLETA	Mujer	SANTIAGO	Mas
CNn3toXs7eQ7	6	No solucionan problemas	MICRO	AGENCIA DE VIAJES	MAIPU	Hombre	SANTIAGO	Mas
YvGHq2njSBFZ	7	Buenos precios / precios adecuados,Buen servicio / calidad servicio	PEQUEÑA	casas de reposo	con con v region	Hombre	REGIONES	MP
GJia2rTOd75Z	6	Buen servicio / calidad servicio,Mala atención	MICRO	cConstruccion	Cabrero	Hombre	REGIONES	Mas
mvDf6F4xLnwi	1	Mala cobertura	PEQUEÑA	CAPACITACION	PROVIDENCIA SANTIAGO	Mujer	SANTIAGO	Mas
E9xjJSJGGxKi	6	Siempre se puede mejorar	PEQUEÑA	RESTAURANT	SAN JOSE	Mujer	SANTIAGO	Mas
XRrYdfLMLzWl	7	No ha tenido problemas,Buen servicio / calidad servicio	PEQUEÑA	SERVICIOS DE TECNOLOGÍA DE INFORMACIÓN.	SANTIAGO.	Hombre	SANTIAGO	Mas
3ZLgcTMYQVd3	7	Buen servicio / calidad servicio,Buena señal,Rápida solución de problemas	PEQUEÑA	CONTRATISTA TELECOMUNIACIONES.	LA FLORIDA	Hombre	SANTIAGO	MP
nsNIkbsLBsaY	6	Mala atención	MEDIANA	CONSTRUCCION	MACHALI	Hombre	REGIONES	MV
RuwW6ETjmMGV	7	Buen servicio / calidad servicio,Solucionan requerimientos	MICRO	TELECOMUNICACIONES	PELLUHUE	Hombre	REGIONES	Mas
ip4xkfkwSLsK	5	Mala cobertura	MEDIANA	TRANSPORTE.	CALAMA.	Hombre	REGIONES	MV
bnUrMRQpjDbd	1	Caro,Problema facturación,Demora atención telefónica	MICRO	CONSTRUCCIÓN Y ARRIENDO DE MAQUINARIAS	LOS ANGELES	Hombre	REGIONES	Mas
fIAP9UpqB3Q6	7	Buena cobertura	PEQUEÑA	MONTAJE INDUSTRIALES	CONCÓN, VALPARAISO	Mujer	REGIONES	Mas
EboDVzl2ufeF	5	Mal servicio internet / señal	GGEE	construccion	Quillota	Mujer	REGIONES	Mas
bSjZF0hqjO5b	7	Facturación	MEDIANA	FORESTAL	COLLIPULLI	Hombre	REGIONES	MP
ailRC1W3SbcX	6	Cobros poco claros	MEDIANA	climatizacion	talcahuano	Mujer	REGIONES	MasPrem
9q0OPx0YoUSg	6	Buena cobertura	PEQUEÑA	COMERCIALIZADORA DE FRUTAS	CURICÓ	Hombre	REGIONES	Mas
gmUmdYzGhMDq	7	Buen servicio / calidad servicio,No ha tenido problemas	MICRO	PASTELERIA	LAS CONDES	Mujer	SANTIAGO	Mas
j1UlBd1Jsc7a	6	Buen servicio / calidad servicio,Caro,Buena señal	MICRO	BANQUERETRIA Y CAPACITACION	IQUIQUE	Mujer	REGIONES	Mas
Wu7VpPKJT1tJ	6	Caro	PEQUEÑA	comercilizacion	providencia	Mujer	SANTIAGO	Mas
DXVSrmqOBL5j	7	No ha tenido problemas,Rápida solución de problemas	PEQUEÑA	CONSTRUCCIÓN	MAIPU	Hombre	SANTIAGO	Mas
GMNLt5PMbwnG	7	Buen servicio / calidad servicio,Disponibilidad del ejecutivo	GGEE	VENTA DE PRODUCTOS COSMETICOS.	SANTIAGO, PROVIDENCIA.	Hombre	SANTIAGO	AP
v6VbmdyyD7Uf	7	No ha tenido problemas,Buen servicio telefonico	PEQUEÑA	AGRICOLA	REQUINOA	Mujer	REGIONES	Mas
Iqr6STeTMClw	5	Buen servicio / calidad servicio	PEQUEÑA	TRANSPORTE DE CARGA POR CARRETERA	SANTIAGO	Hombre	SANTIAGO	Mas
zj7c0KPKnUWz	6	Caro	MEDIANA	ACUICOLA	PUERTO MONTT	Hombre	REGIONES	Mas
NW4DsR5ft7fI	6	Mala cobertura,Mala señal,Demora atención telefónica	MICRO	TRANSPORTE	ANTOFAGASTA	Hombre	REGIONES	Mas
C0LAwEfFlfHH	6	Caro	MEDIANA	ESTACION DE SERVICIO PETROBRAS.	VIÑA DEL MAR.	Hombre	REGIONES	MP
oRbukmmYlLVp	7	Buena señal,Solucionan requerimientos	MICRO	INFORMATICA	SANTIAGO	Hombre	SANTIAGO	Mas
ypvt9n96kaAd	7	Buen servicio telefonico,Cobros claros	PEQUEÑA	METAL MECANICA.	CHILLAN VIEJO	Hombre	REGIONES	Mas
k0hF4eMSuxe1	6	Cambios de planes arbitrarios,Buena atencion	GGEE	INVERSIONES	huechuraba	Hombre	SANTIAGO	AP
BCDVQaRA64ar	7	No ha tenido problemas	MICRO	IMPORTACIONES Y DISTRIBUCION	CONCEPCION	Mujer	REGIONES	Mas
Its2F9hOkU0J	5	Problemas con equipos / calidad /reposición /cambio	MEDIANA	CORREDORA DE PROPIEDADES	LAS CONDES	Hombre	SANTIAGO	Mas
vmvzehu7En1q	7	Buena señal,Buen servicio / calidad servicio,Solucionan requerimientos	PEQUEÑA	transporte	san berrdo santiago	Hombre	SANTIAGO	Mas
QY0i3wrKYbn9	7	No ha tenido problemas,Buena señal,Buena comunicación	PEQUEÑA	ESCUELA DE YOGA	LAS CONDES	Hombre	SANTIAGO	Mas
C5lJcZzS59uJ	4	Caro	MICRO	ADMINISTRACION DE EMPRESAS	PEÑALOLEN	Mujer	REGIONES	Mas
RwZBdCLU14O1	5	Mala señal	MEDIANA	construccion	puerto Montt	Hombre	REGIONES	Mas
bKoyvxBmx0cY	7	No ha tenido problemas	PEQUEÑA	construccion	talca	Mujer	REGIONES	Mas
fdgynjwCEZJM	7	No ha tenido problemas	PEQUEÑA	SEGURIDAD PRIVADA	LA PROVINCIA DE SANTIAGO	Hombre	SANTIAGO	MP
dQ6bsWVOKF7W	6	No ha tenido problemas,Rápida solución de problemas	PEQUEÑA	CONSTRUCCION	NUÑOA	Hombre	SANTIAGO	Mas
jTHRo6JasYp7	5	Buena señal	MICRO	SEGURIDAD INDUSTRIAL	ISLA DE MAIPO	Hombre	REGIONES	Mas
Er1XnREtgIMZ	6	Buen servicio / calidad servicio	MICRO	AGROINDUSTRIA DE EXPORTACION	RENGO	Hombre	REGIONES	Mas
e3g0SR7PQv5A	7	Buen servicio / calidad servicio,No ha tenido problemas	PEQUEÑA	PRESTADOR DE SERVICIOS	TALCA	Hombre	REGIONES	Mas
XGIOqg8mtmGc	5	Malas conexiones /conectividad	PEQUEÑA	SERVICIOS	PROVIDENCIA	Hombre	SANTIAGO	MP
t2QXKA9rbQHV	5	Caro	MICRO	TELECOMUNICACIONES	LOS ANGELES	Hombre	REGIONES	Mas
8DzdPhVbF5bT	6	Malas conexiones /conectividad	PEQUEÑA	TURISMO Y HOTELERIA.	VILCUM.	Mujer	REGIONES	Mas
KIxqsjA1ydij	5	No Sabe/ No responde	PEQUEÑA	MAQUINARIAS	SANTIAGO Y ANTOFAGASTA	Hombre	SANTIAGO	Mas
mEErtuLFgYcX	5	Mala cobertura,No solucionan problemas	PEQUEÑA	INGENIERIA.	CONCEPCIÓN	Hombre	REGIONES	Mas
l7K9RjIdmCTL	7	Buen servicio / calidad servicio	GGEE	AGRICOLA	COLTALCUO.	Hombre	REGIONES	AP
ODbINEk9mbMp	1	Mal servicio internet / señal	MEDIANA	INMOBILIARIO	LO BARNECHEA	Hombre	SANTIAGO	Mas
B89JGL5KAwCO	7	Buen servicio / calidad servicio,Buena atencion,No ha tenido problemas	GGEE	SERVICIOS TRANSITORIOS.	PROVIDENCIA	Hombre	SANTIAGO	AV
miecQxEu7m1n	6	Mala señal	PEQUEÑA	TALLER MECANICO	OSORNO	Hombre	REGIONES	Mas
BU6POodYXOuI	6	No ha tenido problemas	MICRO	INGENIERIA Y MANTENCIÓN INDUSTRIAL.	CHILLÁN.	Hombre	REGIONES	Mas
Mv8ATHmD82nF	7	No ha tenido problemas,Rápida solución de problemas,Buena cobertura	MICRO	COBRANZA	CURICO	Hombre	REGIONES	Mas
6IRJB9mRHK4O	7	Buen servicio / calidad servicio	MICRO	construcción	molina	Hombre	REGIONES	Mas
STd92CvRywtd	4	Mala atencion con ejecutivos	MICRO	no acepta responer	No acepta responer	Mujer	REGIONES	Mas
CA9HnKrZ2RY1	6	Mal servicio / calidad servicio	MEDIANA	contruccion	illapel	Hombre	REGIONES	MP
Gu9D46Litk3P	6	Buen servicio / calidad servicio,Demora atención telefónica	MICRO	ALIMENTOS	SANTIAGO	Hombre	SANTIAGO	Mas
eWOgKttOJ9Xu	7	No ha tenido problemas,Buen servicio internet	PEQUEÑA	FARMACEUTICO	ESTACION CENTRAL	Mujer	SANTIAGO	Mas
z3Wt5e7wVo49	3	Mala cobertura,Cobros poco claros	PEQUEÑA	AGRICOLA	SAN IGNACIO	Hombre	SANTIAGO	Mas
uGBZKzDnElxY	7	Buen servicio / calidad servicio,No ha tenido problemas,Buena señal	PEQUEÑA	Transporte	Santiago, comnuna de lampa	Hombre	SANTIAGO	Mas
xSxzfHu2cgXQ	6	No solucionan problemas	MICRO	MADERA FORESTAL, SERVICIO FORESTAL	PADRE DE LAS CASAS	Mujer	REGIONES	Mas
ZIcP6LbWpDfo	5	Caro	MEDIANA	CONSTRUCCIÓN	SAN BERNARDO	Hombre	SANTIAGO	MV
KbHP0NOlm9Q4	5	Mal servicio / calidad servicio,Caro	MICRO	PUBLICIDAD.	ÑUÑOA.	Hombre	SANTIAGO	Mas
9PG9EijMXjQ6	7	Buena atencion,Buena cobertura	PEQUEÑA	ASEOSRIAS	CONCEPCION	Hombre	REGIONES	Mas
JhZNHZ3pQvCL	7	Buena señal	PEQUEÑA	VENTA DE REPUESTOS AGRÍCOLAS	SAN CRUZ	Hombre	REGIONES	Mas
QgMRKMeAP7M3	6	Mal servicio postventa	MICRO	comercializadora	talca	Hombre	REGIONES	Mas
ZXs6P7gLGqyh	7	No ha tenido problemas,Buena cobertura	MEDIANA	Servicios agrícolas.	Pto Montt.	Mujer	REGIONES	MP
KANz1AzlUr0c	5	Malas señal telefónica	MICRO	INGENERIA	PUENTE ALTO	Hombre	SANTIAGO	Mas
94dHtg70zeJY	7	No ha tenido problemas	PEQUEÑA	CONSTRUCCION	SANTIAGO CENTRO	Hombre	SANTIAGO	AV
M5vXv9U0O37d	7	No ha tenido problemas,Buen servicio / calidad servicio	PEQUEÑA	FABRICACIÓN ESTRUCTURAS METÁLICAS	ARICA	Hombre	REGIONES	Mas
p7mXsilqOT5q	5	Buen servicio / calidad servicio,Mala señal,Problema facturación	GGEE	RECURSOS HUMANOS	NUÑOA	Hombre	SANTIAGO	AV
im6Gs6g0Pwsu	5	Caro,Problemas con equipos / calidad /reposición /cambio	GGEE	RECURSOS HUMANOS	NUÑOA SANTIAGO.	Hombre	SANTIAGO	AV
viHqZEooJkyf	6	Mala cobertura	PEQUEÑA	SERVICIOS MEDICOS E INVERSIONES	PROVIDENCIA	Hombre	SANTIAGO	Mas
xxTR6YPDgcIx	7	Cobros claros,Facturación,Buena comunicación	MEDIANA	MANTENCION	CERRILLOS	Mujer	SANTIAGO	MP
yWnudxZtq7Ff	7	Buen servicio / calidad servicio,No ha tenido problemas	PEQUEÑA	EQUIPOS COMPUTACIONES	ESTACION CENTRAL	Mujer	SANTIAGO	Mas
Bm79r9C62Vw1	5	Mala cobertura,Malas conexiones /conectividad	PEQUEÑA	INGENIERIA EN INFORMATICA	RECOLETA	Hombre	SANTIAGO	Mas
Su9g078wsO30	7	Buen servicio / calidad servicio	MICRO	SERVICIOS VETERINARIOS	LA FLORIDA	Hombre	SANTIAGO	Mas
eVbH3V7MP5vF	7	Buena cobertura,Buena señal	MICRO	Mnatencion mecanica	Iquique	Hombre	REGIONES	Mas
bVS8F9T0BNVC	5	Mala cobertura	PEQUEÑA	SERVICIO DE SALUD	PEÑALOLEN	Hombre	SANTIAGO	Mas
ZXfbhPDhiSPA	6	Mala cobertura	MICRO	ASESORIAS CONTABLES	PEÑAFLOR	Hombre	SANTIAGO	Mas
nrYPPmgTuIg0	5	Caro	MICRO	TRANSPORTE	MAIPU	Hombre	SANTIAGO	Mas
GjOOc0BwQTce	7	Buena señal,Rápida solución de problemas,Cobros claros	PEQUEÑA	CONSTRUCCIÓN	CONCEPCIÓN	Mujer	REGIONES	Mas
CNTo0B3SJRI0	5	Caro	MEDIANA	FABRICACIÓN DE MUEBLES	QUILICURA	Hombre	SANTIAGO	MP
xcrSCUgOWMd7	7	Buena atencion	MICRO	esparsimiento	colina/santiago	Mujer	SANTIAGO	Mas
4cTyyOS0xiGv	6	Buen servicio / calidad servicio,Caro	PEQUEÑA	ASESORIA EN INGENIERIA	LO ESPEJO	Hombre	SANTIAGO	Mas
jBSiTgI7N7nx	7	Buen servicio / calidad servicio,No ha tenido problemas	PEQUEÑA	ASEO Y JARDIN	SANTIAGO	Mujer	SANTIAGO	Mas
ryor1IoobfY3	4	Mala cobertura	GGEE	serrv forestales	angol	Hombre	REGIONES	AV
3VZPGF0sMStu	5	Mala atención	MICRO	CONSTRUCTORA	CONCEPCION	Hombre	REGIONES	Mas
